aX,aY,aZ,gX,gY,gZ
-0.295,0.892,-0.105,45.898,-12.085,-23.254
-0.378,0.897,-0.065,54.016,-3.479,-27.344
-0.376,0.757,-0.089,62.622,5.92,-32.104
-0.312,0.594,-0.133,63.293,12.939,-37.964
-0.266,0.505,-0.147,52.856,14.893,-45.532
-0.26,0.484,-0.13,36.377,12.878,-54.199
-0.301,0.499,-0.084,20.203,9.705,-63.354
-0.381,0.503,-0.015,9.094,7.996,-72.266
-0.457,0.458,0.05,3.479,9.583,-80.383
-0.539,0.373,0.131,0.916,14.832,-87.891
-0.635,0.248,0.207,-0.793,23.987,-95.398
-0.683,0.135,0.242,-3.967,37.292,-103.577
-0.68,0.066,0.259,-8.545,53.162,-112.427
-0.671,0.016,0.263,-12.939,69.336,-121.216
-0.627,-0.015,0.271,-15.442,83.679,-128.357
-0.668,-0.095,0.311,-15.564,94.36,-134.766
-0.765,-0.231,0.363,-14.099,102.356,-139.526
-0.817,-0.346,0.428,-15.076,109.863,-141.296
-0.945,-0.448,0.553,-18.25,118.347,-140.015
-1.112,-0.595,0.679,-23.315,131.042,-134.888
-1.164,-0.725,0.748,-31.982,148.01,-125.61
-1.151,-0.823,0.741,-44.189,164.734,-113.831
-1.05,-0.833,0.685,-58.838,177.368,-100.647
-0.977,-0.77,0.687,-72.021,183.35,-87.158
-1.073,-0.732,0.793,-78.003,184.631,-73.792
-1.205,-0.771,0.882,-77.515,188.293,-59.509
-1.181,-0.812,0.873,-75.806,194.58,-45.837
-1.132,-0.859,0.854,-74.341,197.021,-35.522
-1.158,-0.902,0.874,-72.937,192.566,-27.283
-1.197,-0.926,0.927,-72.266,184.387,-18.188
-1.187,-0.924,0.951,-70.984,176.453,-6.714
-1.096,-0.978,0.925,-66.65,168.457,6.409
-0.996,-1.08,0.887,-61.768,156.25,21.851
-0.938,-1.168,0.844,-60.364,138.245,37.354
-0.926,-1.134,0.873,-61.951,116.455,52.429
-0.976,-0.993,0.959,-58.35,94.299,66.772
-1.209,-0.76,1.094,-43.091,75.623,81.604
-4,0.68,3.882,-15.503,69.092,97.595
-0.398,-1.077,-0.179,30.762,172.607,87.097
-1.016,-0.837,2.118,-66.772,226.807,47.18
1.006,-0.055,1.183,-16.785,173.828,45.898
0.617,-0.56,1.846,-6.714,174.255,9.583
0.557,-1.048,1.12,-4.639,150.208,-26.184
-0.117,-0.496,1.265,-28.137,119.141,-35.645
-0.074,0.2,1.292,-38.513,87.891,-34.18
-0.148,0.565,1.248,-28.503,54.626,-21.362
-0.174,0.335,1.138,-3.052,27.283,0.122
-0.25,0.016,1.024,20.935,8.301,17.578
-0.319,-0.151,0.937,33.203,-3.174,24.17
-0.371,0.009,0.926,36.011,-8.972,24.109
-0.539,0.002,0.861,40.771,-10.803,24.719
-0.546,-0.39,0.764,45.837,-9.094,29.297
-0.48,-0.55,0.721,39.734,-4.761,28.442
-0.506,-0.579,0.711,25.818,1.343,20.508
-0.566,-0.452,0.724,9.888,9.399,10.559
-0.562,-0.318,0.748,-3.235,18.494,3.235
-0.523,-0.263,0.793,-10.925,26.917,0.366
-0.466,-0.229,0.859,-15.32,32.471,-0.366
-0.401,-0.106,0.939,-17.517,33.936,-1.221
-0.334,-0.012,0.982,-15.808,31.189,-0.916
-0.313,0.039,0.988,-9.338,25.94,1.465
-0.377,0.042,0.985,0.061,20.081,5.066
-0.374,-0.068,0.952,9.705,15.259,9.888
-0.36,-0.228,0.923,15.198,11.78,12.207
-0.343,-0.322,0.905,14.832,9.46,10.986
-0.354,-0.305,0.906,10.925,7.568,7.751
-0.384,-0.236,0.91,6.897,5.798,4.517
-0.396,-0.214,0.914,5.31,4.456,2.869
-0.385,-0.213,0.92,4.822,3.662,2.014
-0.383,-0.197,0.927,4.456,2.258,1.282
-0.39,-0.189,0.919,4.761,0.916,0.732
-0.401,-0.145,0.914,5.615,-0.671,0.854
-0.414,-0.117,0.919,7.874,-1.77,1.953
-0.399,-0.164,0.914,11.108,-2.38,3.967
-0.381,-0.221,0.891,13.184,-3.296,5.371
-0.38,-0.237,0.88,13.123,-4.211,5.127
-0.379,-0.229,0.868,11.414,-5.005,4.089
-0.383,-0.218,0.862,9.949,-5.31,3.418
-0.363,-0.224,0.857,9.155,-5.371,3.174
-0.333,-0.233,0.86,8.789,-5.676,3.052
-0.333,-0.219,0.87,8.362,-6.836,2.686
0.172,-0.326,2.021,66.833,-279.724,-36.743
-0.492,-0.096,2.172,75.562,-322.083,-45.166
-1.717,0.159,2.664,82.947,-336.792,-41.687
-2.549,0.898,2.688,101.074,-315.918,-29.114
-3.327,-0.326,2.107,155.334,-277.771,-0.244
-4,-2.244,2.537,161.926,-238.098,24.841
-3.544,-1.953,2.496,67.627,-168.823,38.391
-2.473,-0.426,1.751,-54.993,-114.441,37.415
-1.952,0.919,1.27,-108.582,-105.042,21.057
-2,1.173,1.176,-84.229,-121.216,-11.475
-2.228,0.444,1.174,-32.288,-133.667,-50.903
-2.193,-0.213,1.16,-15.259,-125.305,-86.06
-1.885,-0.378,1.029,-39.368,-101.99,-112.793
-1.44,-0.185,0.798,-77.881,-77.759,-131.104
-0.995,-0.001,0.556,-104.736,-60.852,-142.883
-0.731,-0.017,0.388,-115.173,-52.246,-150.146
-0.604,-0.103,0.298,-119.812,-47.546,-153.198
-0.505,-0.163,0.236,-124.878,-41.016,-152.771
-0.382,-0.188,0.18,-128.845,-31.067,-150.696
-0.254,-0.203,0.116,-130.005,-19.409,-148.071
-0.137,-0.214,0.053,-127.991,-8.423,-144.958
-0.042,-0.267,-0.007,-122.925,1.343,-141.602
-0.008,-0.382,-0.057,-116.821,10.315,-138.306
0.023,-0.523,-0.113,-112.732,18.799,-133.85
0.066,-0.639,-0.168,-112.61,26.794,-128.357
0.101,-0.721,-0.17,-115.112,33.752,-121.155
0.108,-0.758,-0.256,-116.638,40.344,-111.328
0.122,-0.761,-0.302,-118.408,45.349,-99.976
0.15,-0.768,-0.359,-116.882,48.889,-89.478
0.195,-0.812,-0.443,-110.229,53.284,-81.421
0.237,-0.882,-0.518,-101.379,55.664,-75.623
0.245,-0.929,-0.562,-92.224,55.603,-70.557
0.238,-0.957,-0.592,-82.275,54.81,-64.575
0.247,-0.959,-0.613,-70.435,54.321,-56.458
0.259,-0.948,-0.622,-55.481,52.856,-46.021
0.232,-0.962,-0.616,-38.086,49.622,-32.898
0.204,-0.964,-0.616,-20.752,45.105,-15.93
0.185,-0.933,-0.598,-5.676,38.818,3.296
0.169,-0.88,-0.557,8.728,31.616,23.437
0.084,-0.824,-0.472,23.01,24.658,42.664
-0.011,-0.783,-0.368,36.438,19.043,59.448
-0.07,-0.799,-0.288,46.57,16.846,74.585
-0.144,-0.682,-0.204,50.598,15.869,87.708
-0.201,-0.482,-0.136,54.077,15.686,97.107
-0.278,-0.347,-0.062,60.608,16.235,103.882
-0.375,-0.252,-0.002,70.007,17.151,106.445
-0.47,-0.195,0.044,78.979,18.799,104.187
-0.567,-0.167,0.084,86.304,21.057,98.816
-0.64,-0.115,0.113,91.309,23.987,91.98
-0.695,-0.056,0.134,94.238,26.672,85.144
-0.744,-0.044,0.138,97.107,28.992,78.979
-0.745,-0.061,0.144,99.121,29.724,73.792
-0.776,-0.036,0.173,99.304,28.931,70.496
-0.801,0.043,0.216,98.816,26.917,70.923
-0.85,0.106,0.275,100.586,24.475,74.341
-0.929,0.082,0.346,105.347,22.827,77.332
-1.029,0.009,0.431,108.948,23.193,79.712
-1.085,-0.056,0.493,107.666,25.879,81.238
-1.123,-0.059,0.519,101.624,31.189,81.543
-1.09,-0.011,0.498,93.14,36.926,81.726
-1.018,0.083,0.483,85.449,40.1,81.848
-1.036,0.17,0.51,81.116,38.94,81.238
-1.071,0.215,0.567,80.505,36.072,80.261
-1.137,0.187,0.657,81.421,34.546,77.82
-1.194,0.151,0.747,80.688,36.804,72.998
-1.194,0.15,0.816,76.965,42.053,67.383
-1.151,0.162,0.859,71.411,48.462,61.523
-1.096,0.168,0.869,65.002,53.955,55.603
-1.025,0.182,0.872,58.35,57.434,49.072
-0.964,0.236,0.899,51.758,59.875,41.016
-0.932,0.255,0.929,47.363,61.829,31.616
-0.901,0.169,0.948,44.739,63.66,21.423
-0.865,0.042,0.965,39.917,65.063,11.597
-0.84,-0.052,1.003,30.151,65.979,3.296
-0.879,-0.109,1.085,18.86,67.078,-2.869
-0.951,-0.14,1.172,10.681,70.862,-5.737
-0.952,-0.197,1.207,6.592,78.125,-4.7
-0.87,-0.273,1.171,5.127,85.754,-0.549
-0.736,-0.31,1.105,4.7,90.393,5.554
-0.614,-0.332,1.039,5.615,88.623,11.719
-0.503,-0.386,0.986,8.24,80.322,16.663
-0.46,-0.515,0.99,10.132,65.43,20.203
-3.194,-3.877,3.022,5.676,48.828,21.973
-2.731,0.216,3.541,-132.385,121.704,7.629
0.586,2.737,-0.077,-173.035,310.425,3.479
-1.25,-0.712,2.903,-32.043,210.999,-16.357
1.335,-0.204,0.944,-25.208,239.38,-18.433
0.604,-0.965,1.602,-34.424,190.125,-30.762
0.709,-0.484,1.253,-54.565,151.367,-34.18
0.119,0.016,1.474,-66.895,98.877,-34.058
0.047,0.695,1.377,-52.49,56.885,-24.292
-0.045,0.639,1.229,-17.822,23.315,-8.057
-0.265,0.239,1.079,13.672,1.77,6.348
-0.355,0.188,0.994,34.973,-9.949,16.541
-0.4,0.119,0.937,49.011,-14.221,21.057
-0.429,-0.122,0.855,58.044,-14.709,23.987
-0.422,-0.391,0.767,61.218,-12.512,25.208
-0.391,-0.611,0.717,55.908,-10.315,23.315
-0.391,-0.684,0.699,42.969,-7.629,18.25
-0.408,-0.638,0.705,25.757,-4.333,11.292
-0.391,-0.554,0.727,8.606,-0.916,3.601
-0.363,-0.46,0.772,-6.287,2.319,-2.93
-0.404,-0.313,0.816,-17.212,4.944,-7.751
-0.426,-0.135,0.863,-22.461,7.385,-10.437
-0.38,-0.055,0.896,-20.63,8.789,-9.033
-0.354,-0.049,0.931,-14.465,8.362,-5.554
-0.406,-0.027,0.946,-7.446,6.409,-2.441
-0.478,-0.018,0.937,-0.122,4.578,1.038
-0.488,-0.08,0.908,6.47,4.517,5.127
-0.463,-0.184,0.873,10.803,5.737,8.362
-0.447,-0.257,0.868,12.146,7.812,9.46
-0.45,-0.301,0.871,10.254,9.949,8.85
-0.443,-0.304,0.885,6.226,11.597,6.897
-0.448,-0.249,0.904,1.953,12.695,4.517
-0.445,-0.2,0.909,-1.16,13.672,2.808
-0.39,-0.135,0.925,-1.221,14.16,2.869
-0.362,-0.162,0.934,1.099,13.306,4.089
-0.367,-0.176,0.942,3.723,11.108,4.944
-0.368,-0.177,0.941,5.981,8.667,5.31
0.461,-0.692,1.968,72.083,-247.192,4.517
-0.286,-0.676,2.142,52.246,-318.237,4.822
-1.642,0.048,2.462,18.433,-372.925,20.264
-3.318,1.42,2.936,18.127,-383.606,45.105
-3.821,0.6,2.27,100.403,-363.953,75.5
-4,-2.173,2.227,177.429,-331.726,105.164
-3.775,-2.763,2.362,119.141,-274.353,103.516
-2.583,-1.046,1.717,-23.865,-215.271,74.768
-1.959,0.674,1.269,-111.389,-197.327,27.283
-2.101,1.086,1.38,-98.083,-201.904,-36.926
-2.465,0.171,1.518,-40.649,-198.425,-102.295
-2.376,-0.66,1.503,-16.479,-166.565,-151.672
-1.904,-0.931,1.281,-36.987,-121.277,-184.448
-1.357,-0.857,0.923,-73.12,-82.947,-204.712
-0.935,-0.777,0.615,-102.295,-61.096,-216.553
-0.689,-0.763,0.407,-122.559,-51.147,-220.215
-0.578,-0.759,0.272,-137.39,-45.41,-216.309
-0.445,-0.683,0.166,-148.376,-38.513,-205.688
-0.275,-0.575,0.059,-152.283,-30.151,-191.223
-0.084,-0.5,-0.059,-147.461,-21.667,-176.025
0.09,-0.49,-0.182,-136.047,-15.137,-161.926
0.219,-0.524,-0.292,-122.131,-10.925,-149.841
0.302,-0.535,-0.357,-109.497,-8.423,-139.282
0.361,-0.545,-0.397,-96.802,-6.653,-130.493
0.4,-0.682,-0.44,-82.825,-4.028,-124.573
0.419,-0.916,-0.488,-72.876,-0.183,-117.859
0.449,-1.107,-0.543,-72.205,4.211,-109.375
0.488,-1.216,-0.603,-79.102,8.911,-99.121
0.535,-1.229,-0.653,-87.463,12.634,-87.646
0.595,-1.142,-0.687,-90.454,15.137,-74.829
0.647,-0.978,-0.69,-82.642,16.724,-60.12
0.683,-0.815,-0.688,-61.157,17.639,-42.297
0.744,-0.785,-0.716,-28.503,17.822,-22.339
0.778,-0.859,-0.747,5.981,15.747,-2.136
0.768,-0.915,-0.749,33.63,10.742,17.578
0.709,-0.877,-0.708,50.72,3.784,36.987
0.609,-0.736,-0.612,60.425,-2.563,54.871
0.496,-0.576,-0.499,68.726,-5.92,71.106
0.392,-0.489,-0.406,77.271,-5.005,84.839
0.396,-0.44,-0.375,83.313,-1.404,95.154
0.347,-0.419,-0.334,82.764,2.38,99.67
0.293,-0.258,-0.295,76.538,7.69,100.83
0.216,0.115,-0.185,70.007,13.306,101.013
0.163,0.307,-0.151,74.89,19.287,99.731
0.099,0.342,-0.101,87.708,26.428,92.896
0.031,0.279,-0.057,98.206,33.569,84.106
-0.079,0.224,0.005,100.159,40.955,74.646
-0.19,0.254,0.061,95.886,48.889,65.369
-0.303,0.314,0.121,91.553,56.946,58.044
-0.423,0.299,0.192,91.248,64.209,54.443
-0.557,0.178,0.28,92.529,70.618,55.847
-0.756,0,0.383,91.309,77.454,60.669
-0.942,-0.129,0.466,84.961,85.938,69.031
-1.03,-0.148,0.501,74.524,95.52,81.116
-1.007,-0.105,0.493,64.087,103.271,95.093
-1.002,-0.078,0.484,57.068,107.422,106.934
-1.149,-0.08,0.54,53.772,108.154,115.234
-1.366,-0.072,0.644,52.795,107.788,121.582
-1.497,-0.033,0.709,53.162,107.544,127.991
-1.498,0.084,0.761,54.199,106.75,131.775
-1.456,0.178,0.838,57.556,102.966,128.601
-1.467,0.125,0.953,61.951,99.426,116.699
-1.57,-0.127,1.117,61.646,99.548,96.313
-1.719,-0.392,1.3,49.805,105.957,72.083
-1.707,-0.411,1.356,28.564,118.652,51.208
-1.472,-0.288,1.241,10.62,131.226,37.72
-1.215,-0.198,1.065,7.263,132.202,29.541
-1.134,-0.313,0.998,16.846,118.591,23.132
-1.083,-0.5,0.96,28.748,96.985,17.944
-1.369,-1.484,1.032,37.292,72.144,16.357
-4,-4,4,-6.409,61.34,12.146
1.743,3.397,-1.675,-227.173,237.732,-8.301
-2.352,0.256,3.983,-139.16,259.888,-13.611
2.166,-0.057,1.217,-18.25,257.019,-16.663
0.851,-0.866,1.869,-37.72,221.741,-27.283
-0.156,-0.396,1.451,-50.659,175.598,-28.931
0.009,-0.142,1.3,-50.842,134.827,-26.062
0.01,0.021,1.31,-42.297,96.008,-17.273
-0.113,0.227,1.222,-32.349,61.829,-13.245
-0.186,0.259,1.162,-14.893,35.156,-4.395
-0.209,0.02,1.055,4.822,15.991,6.165
-0.312,-0.033,0.976,17.7,2.563,13.245
-0.437,-0.037,0.893,25.33,-4.578,15.93
-0.484,-0.293,0.791,30.396,-6.47,18.799
-0.484,-0.436,0.756,28.625,-4.211,19.409
-0.463,-0.509,0.747,20.386,-0.183,15.137
-0.436,-0.441,0.774,8.85,4.456,8.423
-0.41,-0.347,0.814,-1.709,8.484,2.258
-0.406,-0.281,0.839,-8.362,10.986,-1.404
-0.425,-0.225,0.861,-11.475,12.024,-2.808
-0.437,-0.161,0.876,-12.268,12.268,-3.174
-0.426,-0.108,0.9,-10.62,12.024,-2.563
-0.407,-0.119,0.91,-6.714,10.986,-0.671
-0.406,-0.137,0.912,-2.869,9.216,1.343
-0.416,-0.145,0.912,0.183,7.446,2.747
-0.414,-0.16,0.902,2.808,5.859,3.906
-0.399,-0.199,0.892,5.005,5.005,5.005
-0.394,-0.235,0.888,5.737,4.15,5.432
-0.409,-0.227,0.895,5.066,3.235,4.578
-0.42,-0.213,0.906,4.395,2.625,3.662
-0.409,-0.213,0.907,4.333,1.526,3.174
-0.4,-0.217,0.908,4.639,0.61,3.113
-0.39,-0.225,0.902,4.395,-0.61,2.686
-0.404,-0.202,0.901,4.15,-1.831,2.014
-0.415,-0.188,0.902,4.7,-2.991,1.587
-0.41,-0.194,0.901,5.676,-4.028,2.014
-0.411,-0.22,0.894,6.653,-4.761,2.075
-0.409,-0.231,0.885,6.897,-5.615,2.075
-0.42,-0.229,0.877,6.653,-6.042,1.526
-0.426,-0.211,0.876,6.165,-6.104,1.038
-0.426,-0.221,0.875,5.798,-5.981,1.099
-0.426,-0.234,0.869,5.554,-5.737,0.977
-0.431,-0.231,0.864,4.639,-5.432,0.793
-0.438,-0.221,0.86,3.418,-4.883,0.305
-0.45,-0.203,0.858,2.625,-3.845,0.061
-0.451,-0.206,0.86,2.686,-2.502,0.427
-0.446,-0.22,0.862,2.625,-1.221,0.916
-0.451,-0.22,0.864,1.892,0.061,0.793
-0.462,-0.216,0.864,0.916,1.221,0.671
-1.931,-0.026,1.035,39.734,-239.441,-3.601
-2.374,-0.137,0.822,58.716,-253.296,-0.977
-2.712,-0.515,0.594,81.116,-267.212,9.277
-3.272,-1.193,0.637,92.163,-281.86,17.7
-3.659,-1.485,0.746,74.097,-286.743,18.86
-3.662,-1.294,0.752,34.607,-277.405,14.526
-3.396,-0.927,0.69,0.244,-262.024,4.944
-3.024,-0.616,0.596,-17.273,-247.803,-9.766
-2.644,-0.322,0.469,-19.226,-237.549,-30.396
-2.315,-0.099,0.38,-12.39,-233.643,-51.331
-2.079,-0.035,0.325,3.418,-232.422,-74.89
-1.943,-0.076,0.276,23.376,-230.591,-100.83
-1.797,-0.203,0.236,37.903,-227.966,-123.413
-1.604,-0.334,0.205,43.701,-224.121,-142.395
-1.508,-0.402,0.187,40.588,-221.619,-156.799
-1.35,-0.468,0.172,30.945,-220.581,-164.185
-1.09,-0.565,0.133,19.714,-220.459,-168.762
-0.838,-0.605,0.109,2.869,-223.267,-168.701
-0.762,-0.491,0.163,-16.418,-228.271,-163.574
-0.702,-0.316,0.228,-30.09,-232.178,-151.672
-0.584,-0.191,0.284,-32.043,-232.727,-135.559
-0.514,-0.18,0.313,-24.109,-230.652,-116.699
-0.394,-0.215,0.322,-14.16,-226.562,-97.778
-0.234,-0.267,0.323,-5.615,-221.191,-83.13
-0.132,-0.314,0.357,-0.549,-215.881,-72.998
-0.063,-0.266,0.422,1.831,-209.656,-66.406
0.049,-0.211,0.487,5.005,-200.928,-61.646
0.229,-0.185,0.553,10.437,-190.002,-57.983
0.353,-0.206,0.655,16.846,-178.345,-55.481
0.452,-0.299,0.767,20.813,-164.246,-52.551
0.563,-0.357,0.87,18.005,-145.508,-49.622
0.699,-0.337,0.965,10.071,-122.864,-48.706
0.807,-0.25,1.04,0.61,-98.083,-48.34
0.855,-0.176,1.109,-5.066,-71.716,-46.997
0.891,-0.201,1.181,-6.592,-43.701,-43.884
0.849,-0.207,1.175,-5.676,-16.235,-35.461
0.886,-0.28,1.104,-5.31,16.052,-25.208
0.865,-0.293,1.008,-8.911,47.18,-14.771
0.843,-0.266,0.883,-14.526,74.402,-4.456
0.747,-0.216,0.776,-19.104,97.168,3.845
0.624,-0.174,0.686,-21.118,116.577,10.742
0.467,-0.156,0.637,-20.325,133.24,17.273
0.261,-0.131,0.619,-17.456,149.597,23.926
0.109,-0.054,0.584,-13.55,168.213,31.616
-0.022,0.07,0.539,-7.202,187.439,38.452
-0.15,0.184,0.458,3.845,204.712,39.978
-0.257,0.21,0.366,20.203,218.201,36.377
-0.319,0.104,0.277,36.926,227.051,32.288
-0.404,-0.033,0.237,47.729,230.042,29.602
-0.501,-0.139,0.227,50.293,229.309,28.748
-0.593,-0.164,0.25,46.265,227.173,29.419
-0.703,-0.09,0.323,40.955,226.074,30.396
-0.864,-0.026,0.43,40.894,228.027,31.616
-1.132,-0.1,0.51,47.302,236.389,33.203
-1.223,-0.174,0.495,52.612,250.732,37.415
-1.161,-0.161,0.403,52.307,265.259,42.48
-1.177,-0.094,0.306,51.392,273.499,44.983
-1.174,-0.059,0.23,52.795,272.949,47.729
-1.146,-0.104,0.17,55.786,263.916,51.453
-1.249,-0.183,0.251,57.068,251.282,56.519
-1.507,-0.348,0.36,55.359,240.723,65.43
-1.595,-0.501,0.404,45.532,235.413,80.627
-1.726,-0.529,0.391,27.771,231.934,98.633
-1.666,-0.388,0.334,8.606,225.83,119.08
-1.511,-0.109,0.332,-4.7,213.257,139.771
-1.515,0.162,0.452,-3.662,197.51,154.175
-1.583,0.262,0.585,10.681,185.913,161.621
-1.638,0.133,0.697,27.649,179.382,163.147
-1.696,-0.046,0.782,35.217,176.453,157.593
-1.696,-0.087,0.872,28.931,175.659,145.874
-1.659,-0.014,0.966,16.663,175.964,129.578
-1.675,-0.029,1.025,7.629,177.979,109.619
-1.681,-0.178,1.052,2.014,180.42,88.501
-1.646,-0.256,1.061,-5.92,178.406,69.763
-1.596,-0.245,1.063,-13.733,171.143,53.65
-1.514,-0.225,1.041,-16.357,160.278,38.574
-1.366,-0.177,0.977,-12.695,147.522,22.034
-1.725,-0.38,1.096,-2.93,131.714,3.662
-4,-2.266,3.578,2.869,120.3,-11.047
-1.2,-0.116,-0.07,-66.711,177.002,-14.404
-0.608,0.111,1.677,-83.923,211.426,-31.189
0.793,0.573,1.653,-44.373,168.274,-43.091
1.479,-0.313,1.411,-48.218,161.743,-60.425
0.509,-0.994,1.237,-52.734,109.497,-53.162
-0.336,-0.176,1.331,-48.95,61.401,-23.315
-0.119,0.577,1.254,-35.156,28.076,-10.498
-0.017,0.241,1.053,-14.526,9.033,-4.578
-0.293,-0.071,0.973,4.333,-6.47,2.686
-0.395,0.087,0.94,13.123,-13.611,5.371
-0.437,0.189,0.914,22.766,-15.625,8.789
-0.464,-0.086,0.853,34.668,-14.771,14.648
-0.439,-0.358,0.792,39.063,-12.695,17.822
-0.41,-0.379,0.787,33.997,-10.315,15.747
-0.454,-0.441,0.798,25.818,-7.996,11.719
-0.479,-0.486,0.793,15.564,-4.456,7.263
-0.45,-0.39,0.799,4.333,-0.854,2.258
-0.405,-0.264,0.833,-4.517,2.319,-2.014
-0.398,-0.183,0.867,-9.094,5.005,-4.15
-0.414,-0.147,0.878,-9.583,6.226,-4.395
-0.415,-0.134,0.894,-7.507,6.165,-3.357
-0.384,-0.165,0.902,-4.761,5.432,-2.014
-0.375,-0.193,0.908,-2.991,4.272,-1.221
-0.442,-0.175,0.909,-2.014,2.747,-0.916
-0.483,-0.166,0.896,-0.61,2.38,-0.183
-0.456,-0.202,0.883,0.977,3.113,1.221
-0.406,-0.257,0.88,0.671,4.333,1.648
-0.412,-0.237,0.881,-1.099,4.822,0.854
-0.437,-0.184,0.885,-3.052,5.127,-0.244
-0.439,-0.157,0.892,-3.357,5.798,-0.305
-0.408,-0.164,0.896,-2.258,6.409,0.61
-0.403,-0.156,0.904,-1.099,6.47,1.465
-0.425,-0.146,0.905,0.366,6.287,1.77
-0.423,-0.109,0.904,1.648,6.287,2.625
-0.412,-0.109,0.908,3.601,6.47,3.906
-0.416,-0.139,0.913,6.348,6.165,5.31
-0.414,-0.163,0.911,7.996,5.981,6.348
-0.411,-0.192,0.906,8.667,5.676,6.592
-0.398,-0.204,0.893,8.362,5.493,6.104
-0.384,-0.203,0.896,7.568,5.493,5.676
-1.639,0.028,2.068,173.279,-274.658,-81.543
-2.798,0.825,2.232,200.5,-249.878,-63.782
-3.308,0.087,1.584,269.897,-199.768,-22.4
-3.908,-2.159,1.554,332.031,-148.315,19.958
-3.281,-2.99,1.51,280.457,-80.811,45.105
-2.258,-1.727,1.02,137.634,-29.968,44.617
-1.594,-0.287,0.599,25.94,-29.541,22.217
-1.66,0.652,0.664,-6.592,-63.477,-8.423
-2.037,0.448,0.93,21.179,-95.276,-39.917
-2.185,-0.187,1.069,54.321,-101.501,-63.965
-1.967,-0.584,1.043,56.091,-85.205,-82.031
-1.571,-0.592,0.908,31.799,-62.805,-96.619
-1.178,-0.451,0.71,3.906,-46.753,-107.178
-0.877,-0.371,0.548,-16.113,-40.649,-113.098
-0.762,-0.404,0.465,-29.419,-41.199,-114.136
-0.695,-0.448,0.404,-41.138,-42.969,-109.253
-0.592,-0.445,0.357,-53.711,-43.396,-99.06
-0.499,-0.373,0.343,-64.392,-42.175,-85.938
-0.459,-0.291,0.322,-70.007,-39.734,-70.557
-0.385,-0.177,0.282,-69.885,-35.767,-53.894
-0.358,-0.015,0.245,-64.636,-31.189,-36.865
-0.283,0.029,0.156,-55.054,-27.161,-18.372
-0.166,0.013,0.036,-47.485,-23.804,-4.211
-0.093,-0.004,-0.058,-46.997,-22.278,1.16
-0.056,0.018,-0.114,-52.612,-22.217,-0.61
-0.071,0.159,-0.126,-60.181,-21.484,-7.141
-0.075,0.29,-0.124,-63.538,-19.043,-16.113
-0.038,0.283,-0.155,-60.364,-14.404,-26.001
0.003,0.181,-0.193,-56.091,-9.521,-37.476
0.061,0.088,-0.231,-56.152,-5.188,-49.988
0.057,0.023,-0.221,-59.875,-1.526,-62.622
-0.001,-0.043,-0.196,-63.599,3.357,-73.303
-0.006,-0.143,-0.195,-66.406,11.353,-79.834
0.043,-0.245,-0.239,-69.336,21.301,-83.801
0.112,-0.342,-0.296,-73.059,30.334,-87.646
0.177,-0.417,-0.365,-77.271,37.415,-91.553
0.239,-0.44,-0.429,-81.238,41.87,-95.093
0.275,-0.435,-0.473,-82.153,43.701,-97.9
0.282,-0.454,-0.503,-78.308,43.213,-99.121
0.269,-0.498,-0.527,-70.129,40.527,-98.206
0.266,-0.541,-0.554,-60.425,36.255,-93.445
0.254,-0.579,-0.568,-50.476,29.846,-84.167
0.204,-0.613,-0.53,-40.344,21.484,-70.74
0.089,-0.606,-0.454,-30.273,12.268,-53.04
-0.014,-0.541,-0.382,-19.47,5.615,-31.799
-0.033,-0.483,-0.359,-6.104,2.136,-8.24
-0.023,-0.464,-0.349,7.385,-0.549,15.564
-0.055,-0.462,-0.317,17.273,-5.005,37.17
-0.147,-0.427,-0.256,21.79,-9.949,55.054
-0.229,-0.361,-0.174,21.912,-12.695,68.665
-0.283,-0.282,-0.091,20.203,-12.634,77.881
-0.322,-0.166,-0.02,18.616,-9.949,82.947
-0.359,-0.03,0.039,19.226,-5.676,84.961
-0.381,0.078,0.097,23.56,-0.244,83.374
-0.47,0.094,0.188,31.311,6.47,77.515
-0.591,0.018,0.271,39.429,15.808,69.641
-0.635,-0.064,0.307,42.419,26.672,62.256
-0.655,-0.12,0.314,39.978,37.292,56.519
-0.665,-0.154,0.316,34.546,45.776,53.528
-0.667,-0.155,0.323,28.625,50.049,53.894
-0.689,-0.147,0.366,24.475,51.636,57.129
-0.814,-0.167,0.48,23.315,52.795,62.683
-0.965,-0.111,0.601,23.804,56.274,70.313
-1.018,-0.07,0.663,26.123,63.599,79.834
-1.028,-0.109,0.686,29.48,72.266,88.379
-1.038,-0.184,0.712,30.029,80.2,93.994
-1.037,-0.138,0.769,26.306,85.632,98.816
-1.099,-0.097,0.828,23.987,88.44,105.042
-1.194,-0.167,0.873,24.902,89.783,112.183
-1.219,-0.194,0.891,22.949,89.417,119.69
-1.196,-0.132,0.913,17.273,86.609,124.817
-1.183,-0.086,0.962,12.024,82.092,124.573
-1.189,-0.123,1.019,8.423,77.576,119.446
-1.176,-0.255,1.066,3.113,73.547,111.267
-1.174,-0.364,1.118,-6.653,68.665,102.844
-1.156,-0.392,1.136,-18.372,62.927,96.497
-1.024,-0.351,1.078,-26.978,55.786,93.445
-0.866,-0.349,0.998,-29.236,43.335,92.346
-0.737,-0.463,0.928,-26.978,24.231,91.919
-1.09,-2.318,1.194,-25.269,-0.122,90.088
