aX,aY,aZ,gX,gY,gZ
-1.004,-0.421,1.016,-15.747,86.304,60.059
-1.056,-0.294,1.123,-14.526,90.393,66.589
-1.205,-0.386,1.233,-5.371,95.52,69.458
-1.271,-0.609,1.268,-0.793,103.21,68.97
-1.283,-0.727,1.261,-8.667,111.755,63.904
-1.28,-0.698,1.252,-24.231,120.422,57.068
-1.239,-0.566,1.245,-37.048,125.732,52.368
-1.126,-0.394,1.186,-39.673,127.93,51.086
-0.855,-0.182,1.011,-30.396,126.16,51.636
-4,-3.837,4,1.648,56.152,23.437
1.923,2.256,-2.425,-152.71,208.13,16.663
-2.399,-0.165,3.886,-109.009,246.643,-13.794
2.138,0.531,0.625,-21.484,220.825,-27.588
0.751,-1.078,1.967,-43.701,197.876,-42.725
0.536,-0.477,1.207,-54.565,144.653,-37.598
-0.205,0.256,1.475,-61.279,89.905,-29.419
0.035,0.644,1.377,-36.804,47.974,-14.343
0.039,0.182,1.103,-4.517,15.991,-1.648
-0.292,-0.079,0.997,15.503,-4.395,7.202
-0.367,0.043,0.94,24.292,-13.672,11.475
-0.416,0.089,0.902,31.494,-16.907,14.709
-0.495,-0.211,0.828,39.917,-16.479,19.592
-0.482,-0.511,0.768,40.039,-13.794,21.24
-0.417,-0.564,0.764,30.09,-10.62,16.785
-0.416,-0.517,0.769,15.808,-7.324,8.728
-0.473,-0.44,0.777,2.747,-3.845,1.465
-0.49,-0.334,0.804,-8.057,-0.122,-3.662
-0.468,-0.216,0.844,-14.954,3.967,-6.47
-0.485,-0.104,0.893,-17.334,7.202,-7.324
-0.522,-0.045,0.914,-15.686,9.521,-6.042
-0.506,-0.066,0.912,-11.169,11.414,-3.357
-0.484,-0.095,0.921,-6.287,12.512,-0.549
-0.49,-0.089,0.918,-2.319,13,2.258
-0.397,-0.131,0.89,1.221,14.038,4.822
-0.315,-0.223,0.885,3.54,13.611,6.47
-0.333,-0.259,0.881,3.479,11.536,5.859
-0.354,-0.248,0.881,1.221,9.521,3.967
-0.346,-0.237,0.874,-1.099,8.118,2.38
-0.367,-0.228,0.882,-2.747,6.592,1.282
-0.377,-0.212,0.884,-3.723,5.676,0.549
-0.379,-0.182,0.893,-4.272,4.944,-0.244
-0.372,-0.144,0.892,-4.028,4.211,-0.366
-0.385,-0.131,0.894,-2.808,3.418,0.183
-0.382,-0.143,0.887,-1.099,2.869,0.916
-0.373,-0.148,0.879,0.244,2.808,1.587
-0.383,-0.167,0.886,1.282,2.502,2.075
-0.418,-0.173,0.893,1.831,2.563,2.197
-0.414,-0.163,0.892,2.136,3.113,2.441
-0.404,-0.195,0.884,2.502,3.723,3.052
-0.425,-0.203,0.878,2.014,4.395,3.113
-0.437,-0.178,0.891,0.427,5.31,2.625
-0.418,-0.166,0.886,-0.61,6.531,2.014
-0.367,-0.17,0.887,-0.671,7.202,2.075
-0.354,-0.186,0.894,-0.61,6.836,2.197
-0.372,-0.163,0.912,-0.427,5.92,2.319
-0.382,-0.155,0.918,0.122,5.066,2.014
-0.395,-0.164,0.922,1.282,3.906,2.197
-0.382,-0.166,0.916,1.892,2.93,2.441
-0.362,-0.194,0.91,2.258,2.136,2.197
-0.382,-0.198,0.911,2.319,1.099,1.526
-0.404,-0.182,0.917,1.77,0.366,0.977
-0.394,-0.176,0.913,1.648,0,0.732
-0.388,-0.175,0.911,2.014,-0.671,0.793
-0.382,-0.167,0.906,2.502,-1.343,0.793
-0.365,-0.186,0.904,3.357,-2.014,0.854
-0.375,-0.184,0.906,3.845,-2.869,1.16
-0.378,-0.18,0.902,4.089,-3.601,0.916
-0.374,-0.189,0.894,4.028,-4.211,0.793
-0.402,-0.165,0.896,4.089,-4.639,0.61
-0.411,-0.14,0.897,4.028,-4.517,0.488
-0.404,-0.164,0.89,5.066,-4.089,1.099
-0.397,-0.181,0.883,5.432,-3.784,1.587
-0.38,-0.188,0.88,5.371,-3.235,1.404
-0.394,-0.189,0.885,4.822,-2.991,1.465
-0.411,-0.178,0.888,4.517,-2.747,1.404
-0.405,-0.178,0.89,4.333,-2.258,1.404
-0.403,-0.184,0.891,4.028,-1.831,1.343
-0.387,-0.187,0.889,3.784,-1.465,1.404
-0.398,-0.175,0.896,3.418,-1.221,1.16
-0.38,-0.168,0.901,3.723,-1.587,1.465
-0.38,-0.186,0.905,4.517,-2.38,1.77
-0.378,-0.194,0.904,4.822,-3.357,1.465
-0.383,-0.167,0.91,4.822,-4.395,1.099
-0.387,-0.151,0.922,5.676,-5.615,1.282
-0.421,-0.145,0.934,7.507,-7.141,1.831
-0.39,-0.128,0.923,9.888,-8.545,2.625
-0.333,-0.107,0.922,13.611,-10.742,4.395
-0.31,-0.098,0.936,18.494,-14.038,6.348
-0.309,-0.094,0.978,23.926,-18.188,8.606
-0.287,-0.121,0.991,30.273,-24.17,10.681
-0.289,-0.102,1.025,36.316,-32.166,13.306
-0.295,-0.057,1.083,42.664,-42.175,16.418
-0.263,-0.045,1.149,49.622,-55.176,20.386
-0.179,-0.069,1.233,56.885,-72.693,24.902
-0.115,-0.005,1.289,64.453,-95.825,29.663
-0.165,-0.032,1.321,72.144,-124.878,35.828
-0.409,-0.088,1.394,72.083,-154.724,48.157
-0.674,-0.122,1.53,62.378,-179.443,66.467
-1.143,0.263,1.867,47.913,-196.655,90.271
-1.51,1.154,2.121,44.373,-200.439,114.197
-1.758,1.533,2,80.322,-192.566,130.066
-2.109,0.285,1.762,139.343,-178.65,125.183
-2.427,-1.06,2,138.672,-162.292,88.318
-2.135,-0.097,2.015,34.973,-131.592,30.151
-1.792,1.244,1.872,-51.88,-104.675,-26.001
-1.75,1.405,1.816,-53.04,-88.44,-78.003
-1.71,0.669,1.748,-19.897,-74.768,-123.84
-1.569,0.132,1.643,-14.771,-59.021,-159.79
-1.344,0.018,1.496,-40.344,-45.044,-183.777
-1.123,0.091,1.338,-72.144,-36.682,-196.96
-0.952,0.11,1.214,-94.666,-32.898,-203.247
-0.867,0.004,1.128,-108.276,-31.25,-204.834
-0.851,-0.185,1.078,-119.812,-28.564,-204.346
-0.855,-0.346,1.028,-132.996,-22.034,-203.735
-0.816,-0.389,0.941,-147.278,-13.184,-203.064
-0.742,-0.402,0.819,-157.227,-4.211,-203.064
-0.655,-0.43,0.692,-159.79,3.784,-204.224
-0.578,-0.479,0.578,-156.982,10.071,-204.59
-0.523,-0.51,0.486,-151.794,13.794,-202.637
-0.486,-0.556,0.396,-144.836,15.564,-197.021
-0.454,-0.678,0.294,-136.963,16.907,-188.11
-0.423,-0.896,0.165,-132.202,18.188,-178.162
-0.395,-1.145,0.019,-133.789,20.203,-169.861
-0.359,-1.221,-0.094,-142.151,22.766,-164.856
-0.333,-1.14,-0.138,-148.865,24.353,-159.851
-0.342,-1.026,-0.124,-143.738,25.208,-151.306
-0.402,-1.002,-0.088,-123.23,27.344,-136.841
-0.463,-1.101,-0.092,-93.628,31.799,-116.028
-0.944,0.269,1.229,56.091,51.941,80.078
-0.963,0.143,1.231,48.157,49.744,76.416
-0.97,0.142,1.211,32.898,45.959,73.669
-0.952,0.205,1.175,17.578,40.955,71.167
-0.918,0.239,1.135,7.629,34.668,68.298
-0.871,0.202,1.086,2.38,27.71,65.002
-0.809,0.14,1.021,-1.587,20.02,61.096
-0.721,0.132,0.948,-5.066,11.78,55.725
-0.62,0.142,0.861,-5.737,2.502,49.316
-0.503,0.045,0.773,-1.77,-8.179,42.542
-0.194,-2.614,1.153,-1.77,-21.484,35.706
-3.32,-0.899,3.336,-133.545,-23.132,6.47
-0.367,3.239,1.755,-308.533,59.387,-27.832
-1.427,2.375,2.459,-137.207,110.107,-20.325
-0.444,0.418,1.249,-36.987,147.217,-58.35
0.304,-1.033,0.708,-31.921,152.954,-61.401
0.32,-0.88,1.028,-41.199,113.525,-41.443
0.148,0.326,1.367,-50.293,74.768,-15.564
-0.031,0.577,1.417,-38.696,47.18,-14.343
0,-0.041,1.2,-16.113,24.658,-9.399
-0.127,-0.205,1.072,2.075,1.831,0.122
-0.255,-0.122,0.96,7.935,-13.916,1.221
-0.461,-0.028,0.933,11.841,-20.691,1.587
-0.513,-0.115,0.904,17.212,-22.156,4.517
-0.466,-0.218,0.871,20.813,-21.118,7.08
-0.453,-0.219,0.856,20.813,-20.508,7.751
-0.456,-0.189,0.842,19.592,-19.409,7.141
-0.473,-0.252,0.841,19.348,-17.578,6.653
-0.514,-0.3,0.828,17.883,-15.076,6.409
-0.537,-0.325,0.816,14.832,-12.024,5.493
-0.52,-0.334,0.809,10.925,-8.484,3.967
-0.507,-0.314,0.818,6.531,-5.066,2.014
-0.514,-0.278,0.841,2.625,-1.892,0.549
-0.519,-0.203,0.871,0.61,0.549,0.122
-0.491,-0.131,0.887,1.465,2.258,1.465
-0.417,-0.145,0.899,4.517,2.686,3.784
-0.388,-0.168,0.916,7.751,1.465,5.737
-0.39,-0.197,0.922,10.437,-1.404,7.08
-0.373,-0.212,0.929,12.085,-5.066,7.812
-0.364,-0.194,0.95,13.794,-9.155,8.362
-0.346,-0.184,0.974,16.052,-14.648,9.033
-0.346,-0.163,1,19.653,-21.973,10.315
-0.39,-0.079,1.038,26.001,-31.616,12.512
-0.493,-0.044,1.121,34.668,-44.556,17.883
-0.714,-0.123,1.136,41.931,-57.068,27.1
-0.924,-0.261,1.134,41.321,-63.843,40.955
-0.936,-0.344,1.013,28.198,-68.909,60.486
-1.316,0.082,0.656,6.897,-90.698,76.782
-2.302,0.778,0.481,12.329,-135.986,74.646
-3.466,0.189,0.736,63.232,-185.852,52.795
-3.859,-0.698,0.723,105.896,-213.501,28.381
-3.967,-1.592,0.973,97.046,-236.328,-2.686
-3.65,-0.86,1.156,32.227,-254.456,-41.748
-3.423,-0.027,1.323,-11.108,-275.085,-79.956
-3.394,-0.078,1.576,0.977,-295.959,-115.295
-3.268,-0.61,1.674,26.855,-304.81,-147.644
-2.867,-0.913,1.594,26.367,-302.979,-175.293
-2.401,-0.801,1.474,3.174,-302.063,-198.242
-2.033,-0.591,1.414,-19.47,-306.519,-215.332
-1.717,-0.542,1.374,-31.006,-311.829,-224.182
-1.384,-0.62,1.294,-37.109,-315.186,-225.037
-1.094,-0.726,1.196,-46.204,-316.467,-218.506
-1.002,-0.778,1.104,-60.852,-318.42,-203.918
-0.924,-0.672,1.003,-79.041,-322.144,-178.955
-0.809,-0.471,0.901,-92.712,-327.637,-149.231
-0.702,-0.296,0.825,-94.91,-332.825,-123.23
-0.571,-0.208,0.763,-87.524,-336.06,-102.356
-0.449,-0.188,0.712,-74.951,-337.158,-88.806
-0.325,-0.187,0.665,-61.89,-335.693,-81.36
-0.224,-0.172,0.646,-50.232,-332.947,-78.003
-0.147,-0.136,0.656,-37.964,-328.369,-76.477
-0.093,-0.135,0.668,-23.56,-321.533,-74.402
0.037,-0.247,0.669,-10.132,-311.401,-72.083
0.181,-0.291,0.661,-4.15,-299.927,-71.655
0.299,-0.263,0.715,-3.296,-288.147,-73.669
0.125,-0.228,1.054,1.099,-274.292,-76.355
-0.485,-0.34,1.599,14.771,-245.422,-73.242
-0.699,-0.748,1.933,27.283,-181.091,-60.669
-0.236,-1.111,1.856,18.982,-90.576,-47.668
0.621,-1.019,1.469,-13,-6.348,-42.419
1.349,-0.538,1.095,-48.401,46.875,-45.837
1.703,-0.058,0.855,-61.646,70.129,-51.208
1.684,0.156,0.778,-45.288,77.026,-52.612
1.484,0.055,0.78,-10.437,80.811,-47.852
1.245,-0.269,0.786,23.499,89.233,-37.109
1.012,-0.565,0.776,41.443,103.088,-21.851
0.809,-0.665,0.76,39.856,119.812,-3.662
0.646,-0.541,0.739,28.32,137.634,16.968
0.526,-0.34,0.709,19.775,155.579,39.368
0.41,-0.181,0.687,20.508,171.204,61.096
0.252,-0.13,0.686,28.015,184.631,79.59
0.109,-0.174,0.677,34.668,197.266,93.567
-0.044,-0.226,0.697,33.936,208.374,101.99
-0.242,-0.185,0.756,26.855,219.36,105.835
-0.418,-0.1,0.808,18.066,232.361,107.727
-0.568,-0.017,0.832,13,246.216,108.459
-0.706,0.048,0.827,11.658,258.911,106.018
-0.823,0.059,0.814,13.611,268.982,99.67
-1.011,0.069,0.856,17.517,276.184,90.698
-1.228,0.039,0.913,23.499,284.18,81.543
-1.417,-0.044,0.924,30.579,296.387,73.975
-1.463,-0.112,0.845,35.645,311.768,69.092
-1.354,-0.137,0.724,38.757,323.12,66.956
-1.402,-0.244,0.651,42.664,325.317,67.444
-1.437,-0.421,0.609,45.227,319.58,72.815
-1.512,-0.571,0.647,41.016,308.044,84.595
-1.925,-0.652,0.751,31.86,294.617,99.915
-2.195,-0.521,0.778,19.775,285.706,118.774
-2.177,-0.235,0.718,12.268,280.823,135.254
-2.1,-0.013,0.708,16.602,274.048,142.517
-2.079,-0.008,0.765,29.846,263.306,138.977
-2.19,-0.223,0.853,41.443,253.235,126.526
-2.26,-0.43,0.931,40.222,247.131,110.535
-2.231,-0.4,0.959,25.94,242.859,95.032
-2.108,-0.158,0.933,11.841,239.197,80.322
-1.963,0.024,0.866,10.498,232.483,65.247
-1.839,0.002,0.817,22.034,221.191,49.683
-1.793,-0.197,0.786,34.79,206.36,35.217
-1.663,-0.289,0.691,37.964,188.232,23.682
-4,-1.206,2.156,6.836,85.449,-26.245
-2.911,1.439,0.983,-108.337,107.605,-78.674
-0.814,1.071,1.266,-74.585,152.283,-81.787
0.762,0.594,1.479,-22.705,138.428,-63.049
1.646,-0.1,1.245,-20.569,110.168,-43.03
0.577,-0.916,1.17,0.916,62.256,-10.132
-0.507,-0.492,1.253,6.653,21.179,9.277
-0.235,0.063,1.073,-1.038,2.869,1.526
-0.091,0.15,0.978,5.432,-7.935,0.183
-0.343,-0.109,0.921,16.907,-17.578,3.601
-0.491,-0.172,0.862,21.301,-19.775,4.7
-0.557,0.04,0.87,23.987,-17.761,7.141
-0.57,-0.122,0.847,28.931,-13.367,10.864
-0.496,-0.48,0.8,29.053,-8.423,12.878
-0.433,-0.506,0.793,19.592,-4.517,9.338
-0.439,-0.413,0.82,6.592,-1.343,1.953
-0.482,-0.323,0.845,-3.845,1.648,-3.418
-0.482,-0.237,0.87,-9.705,4.7,-5.554
-0.465,-0.157,0.888,-11.78,6.836,-5.981
-0.43,-0.1,0.898,-10.62,7.996,-4.944
-0.417,-0.09,0.915,-7.019,7.874,-2.93
-0.431,-0.11,0.921,-2.991,7.08,-0.854
-0.419,-0.151,0.921,0.366,6.104,0.916
-0.408,-0.172,0.911,2.136,4.822,2.075
-0.41,-0.154,0.905,3.052,4.028,2.502
-0.42,-0.161,0.897,4.761,3.723,3.357
-0.447,-0.176,0.895,5.981,3.784,4.272
-0.414,-0.226,0.89,6.165,4.272,4.7
-0.409,-0.24,0.892,5.127,4.822,4.333
-0.424,-0.209,0.891,2.991,5.066,2.93
-0.397,-0.18,0.882,1.221,5.615,1.892
-0.392,-0.162,0.885,0.61,5.615,1.526
-0.384,-0.138,0.896,1.465,5.737,2.197
-0.374,-0.175,0.893,3.296,5.493,3.113
-0.378,-0.204,0.891,4.333,4.944,3.601
-0.402,-0.193,0.892,4.028,4.639,3.174
-0.421,-0.181,0.891,3.662,4.639,2.93
-0.416,-0.178,0.892,3.296,5.066,2.93
-0.394,-0.199,0.891,3.174,5.737,3.235
-0.395,-0.196,0.888,2.38,6.042,2.93
-0.411,-0.181,0.895,1.099,6.165,2.197
-0.41,-0.167,0.903,0.671,6.531,1.953
-0.4,-0.164,0.911,0.916,6.592,1.953
-0.392,-0.169,0.908,1.221,6.287,2.014
-0.381,-0.179,0.903,1.77,5.798,2.136
-0.369,-0.191,0.906,2.014,5.188,2.014
-0.389,-0.186,0.913,2.38,4.517,1.709
-0.389,-0.184,0.906,2.502,3.845,1.404
-0.384,-0.156,0.904,3.113,3.296,1.709
-0.381,-0.149,0.908,4.395,2.808,2.197
-0.362,-0.165,0.909,5.859,2.136,3.052
-0.366,-0.184,0.906,7.324,1.099,3.662
-0.354,-0.198,0.892,7.874,0.183,3.906
-0.348,-0.209,0.89,7.996,-0.671,3.662
-0.365,-0.227,0.888,7.69,-1.465,3.418
-0.357,-0.245,0.881,6.653,-1.77,2.93
-0.362,-0.252,0.881,5.005,-2.197,2.014
-0.371,-0.24,0.885,2.93,-2.319,0.916
-0.388,-0.226,0.894,1.099,-2.502,0.122
-0.408,-0.217,0.897,-0.305,-2.197,-0.488
-0.375,-0.205,0.897,-1.16,-2.075,-0.916
-0.327,-0.253,0.891,-1.648,-2.747,-1.099
-0.348,-0.213,0.908,-2.38,-4.639,-1.709
-0.381,-0.149,0.933,-2.747,-6.714,-2.258
-0.405,-0.125,0.965,-0.793,-8.606,-2.075
-0.43,-0.118,0.986,2.502,-11.108,-1.099
-0.467,-0.08,1.019,6.958,-14.404,0.244
-0.444,-0.077,1.067,14.282,-18.066,2.258
-0.375,-0.105,1.116,23.376,-24.902,5.554
-0.185,-0.131,1.162,32.166,-35.767,8.667
0.031,-0.315,1.187,37.842,-53.528,11.536
0.114,-0.585,1.326,37.17,-83.374,12.634
-0.291,-0.6,1.336,29.846,-120.239,11.108
-1.275,0.284,1.253,25.33,-156.067,4.028
-2.897,0.141,1.672,58.96,-196.899,-7.446
-3.707,-0.915,2.026,97.473,-213.074,-8.667
-3.681,-1.864,2.172,96.741,-203.674,1.526
-2.906,-1.304,1.739,34.729,-190.125,15.076
-2.379,-0.058,1.396,-25.024,-197.937,22.4
-2.272,0.662,1.361,-29.114,-225.342,20.02
-2.358,0.53,1.463,6.714,-250.793,5.127
-2.314,0.063,1.476,36.865,-260.437,-21.362
-2.01,-0.117,1.371,34.79,-255.493,-56.458
-1.747,0.019,1.222,12.573,-246.582,-93.384
-1.527,0.216,1.031,-7.202,-238.037,-123.23
-1.2,0.264,0.799,-17.7,-232.666,-141.113
-0.871,0.2,0.558,-24.78,-232.544,-151.855
-0.576,0.144,0.373,-36.133,-236.816,-158.936
-0.352,0.126,0.243,-52.307,-244.385,-163.147
-0.203,0.124,0.169,-68.726,-252.441,-164.062
-0.113,0.099,0.138,-81.421,-259.094,-162.048
-0.09,0.025,0.134,-89.05,-262.939,-157.776
-0.079,-0.058,0.138,-93.323,-263.855,-150.818
-0.078,-0.117,0.122,-95.032,-262.207,-142.029
0.019,-0.159,0.041,-93.933,-259.338,-131.47
0.125,-0.263,-0.011,-91.553,-259.827,-121.216
0.137,-0.261,0.001,-91.125,-263.428,-112.61
0.126,-0.195,0.05,-88.623,-264.893,-104.004
0.133,-0.154,0.099,-79.651,-262.329,-94.727
0.135,-0.177,0.153,-65.491,-255.615,-85.999
0.157,-0.24,0.204,-48.767,-245.605,-79.407
0.055,-0.291,0.342,-32.532,-232.849,-75.562
-0.122,-0.369,0.523,-15.259,-213.135,-72.266
-0.297,-0.535,0.714,1.099,-183.105,-66.223
-0.404,-0.748,0.853,10.864,-142.761,-56.519
-0.364,-0.972,0.88,10.315,-96.313,-45.227
-0.194,-1.054,0.812,-2.869,-48.401,-34.424
0.026,-0.936,0.702,-22.339,-7.874,-25.757
0.21,-0.698,0.612,-37.354,22.278,-18.799
0.287,-0.453,0.579,-39.001,43.091,-12.634
0.268,-0.312,0.576,-25.085,59.204,-6.409
0.223,-0.328,0.574,-2.075,73.914,-0.671
0.157,-0.447,0.576,21.729,88.623,5.554
0.085,-0.587,0.57,38.635,103.394,11.047
0.037,-0.659,0.556,46.143,117.493,16.968
-0.04,-0.645,0.57,46.021,130.005,24.17
-0.174,-0.571,0.621,44.495,142.029,33.752
-0.329,-0.497,0.69,45.654,155.457,46.814
-0.488,-0.383,0.747,48.889,170.654,63.477
-1.911,-0.031,1.01,-15.32,211.792,119.568
-1.844,-0.115,0.994,-11.597,213.013,104.431
-1.687,-0.134,0.906,-11.414,211.487,85.327
-1.518,-0.108,0.841,-10.376,203.308,63.477
-1.387,-0.11,0.817,-5.371,189.697,41.748
-1.206,-0.101,0.76,2.136,172.668,23.437
-1.02,-0.171,0.743,10.193,150.94,8.24
-2.632,-1.482,1.347,18.311,125.61,-5.005
-4,-0.728,2.872,-27.832,120.972,-38.147
-1.554,1.637,0.356,-135.132,188.049,-89.05
-0.512,0.541,1.932,-62.683,171.387,-84.106
1.537,0.876,1.417,-53.589,144.958,-50.049
1.675,-0.092,1.453,-14.587,100.708,-30.151
0.522,-1.267,1.058,12.451,47.119,-2.563
-0.322,-0.49,1.203,13.794,5.127,10.864
0.01,0.277,0.92,6.348,-12.878,2.869
-0.307,0.187,0.924,13.123,-22.4,3.113
-0.615,-0.141,0.875,25.33,-24.963,10.315
-0.606,-0.172,0.81,29.907,-19.226,14.404
-0.574,-0.238,0.805,31.311,-12.756,17.151
-0.59,-0.45,0.766,25.635,-5.249,15.381
-0.562,-0.502,0.782,15.015,1.465,10.62
-0.454,-0.413,0.808,2.808,6.836,4.944
-0.385,-0.311,0.863,-7.324,10.498,-0.61
-0.388,-0.169,0.913,-12.634,11.78,-3.357
-0.409,-0.018,0.935,-11.353,11.108,-3.174
-0.357,0.008,0.94,-5.005,9.583,-0.61
-0.319,-0.036,0.917,3.235,7.08,3.601
-0.323,-0.118,0.926,9.827,3.845,6.653
-0.369,-0.198,0.918,13.306,0.793,7.69
-0.399,-0.224,0.905,13.855,-0.977,7.385
-0.408,-0.284,0.889,13.123,-1.709,6.592
-0.421,-0.279,0.889,10.681,-1.465,5.249
-0.421,-0.268,0.893,7.568,-1.16,3.54
-0.411,-0.255,0.902,4.883,-0.793,1.892
-0.41,-0.221,0.91,2.686,-0.854,0.488
-0.405,-0.183,0.915,1.953,-1.16,-0.183
-0.398,-0.174,0.914,2.625,-1.892,0.305
-0.387,-0.155,0.906,4.272,-2.93,0.916
-0.379,-0.159,0.911,6.348,-4.272,1.77
-0.366,-0.196,0.908,7.996,-5.798,2.502
-0.37,-0.219,0.9,9.033,-7.385,2.625
-0.384,-0.235,0.892,9.094,-8.667,2.38
-0.407,-0.241,0.883,8.545,-9.216,1.831
-0.427,-0.229,0.873,7.263,-9.216,1.099
-0.44,-0.218,0.873,6.165,-8.484,0.549
-0.437,-0.206,0.876,5.371,-7.324,0.122
-0.433,-0.201,0.878,5.066,-6.226,0.305
-0.417,-0.213,0.868,4.822,-5.493,0.427
-0.398,-0.239,0.866,4.395,-4.822,0.305
-0.431,-0.227,0.861,3.296,-4.456,-0.122
-0.438,-0.17,0.869,2.502,-3.601,-0.244
-0.435,-0.169,0.88,3.052,-2.563,0.366
-0.412,-0.197,0.882,4.15,-1.892,1.465
-0.409,-0.208,0.884,4.944,-1.953,2.075
-0.387,-0.209,0.887,5.432,-2.441,2.136
-0.378,-0.214,0.887,5.859,-3.357,2.197
-0.375,-0.188,0.902,5.92,-4.761,1.587
-0.367,-0.148,0.925,6.836,-6.653,1.465
-0.368,-0.163,0.932,9.644,-9.216,2.441
-0.355,-0.188,0.935,12.756,-12.39,3.174
-0.337,-0.175,0.933,15.198,-16.357,3.479
-0.301,-0.126,0.966,18.311,-21.301,4.028
-0.267,-0.132,1.004,23.254,-28.198,5.127
-0.219,-0.159,1.064,29.297,-38.269,6.653
-0.157,-0.067,1.166,37.354,-53.04,6.958
-0.049,-0.313,1.232,50.171,-73.669,4.456
-0.054,-0.105,1.337,52.49,-100.342,1.282
-0.036,-0.097,1.403,58.167,-131.47,-0.061
-0.028,-0.141,1.494,69.946,-167.786,1.221
-0.266,-0.228,1.644,79.041,-208.252,3.601
-0.526,-0.63,1.719,78.186,-240.051,11.108
-1.061,-0.551,1.841,57.434,-262.085,18.005
-2.112,0.473,2.124,35.583,-276.733,18.005
-2.835,0.611,1.79,68.97,-268.677,20.203
-3.427,-1.139,1.267,134.338,-246.582,21.851
-3.473,-2.439,1.62,120.056,-221.863,11.658
-2.182,-1.111,1.24,12.024,-171.265,-4.944
-1.606,0.218,0.875,-57.8,-157.043,-29.358
-1.821,0.365,1.078,-44.434,-165.039,-60.364
-2.047,-0.373,1.255,-4.395,-160.278,-90.149
-1.758,-0.797,1.154,2.502,-131.47,-111.206
-1.251,-0.736,0.923,-21.484,-98.206,-126.404
-0.84,-0.534,0.682,-49.561,-76.111,-137.634
-0.6,-0.421,0.53,-67.444,-64.819,-144.714
-0.473,-0.414,0.418,-75.623,-56.274,-146.301
-0.38,-0.465,0.339,-80.078,-47.058,-142.456
-0.386,-0.49,0.271,-84.106,-37.659,-133.057
-0.346,-0.456,0.15,-88.135,-29.419,-119.019
-0.236,-0.39,0.014,-89.478,-22.4,-102.966
-0.113,-0.328,-0.1,-86.06,-18.494,-88.196
-0.026,-0.264,-0.174,-79.102,-18.372,-74.646
0.024,-0.182,-0.215,-69.092,-20.142,-61.829
0.058,-0.132,-0.233,-55.725,-21.729,-49.377
0.06,-0.148,-0.236,-40.894,-22.339,-38.025
0.035,-0.211,-0.221,-28.564,-20.813,-27.954
0.031,-0.286,-0.223,-21.118,-15.991,-19.653
0.035,-0.341,-0.241,-20.264,-8.118,-13.306
0.08,-0.342,-0.29,-24.17,0.305,-8.118
0.157,-0.307,-0.359,-29.236,7.629,-4.272
0.239,-0.26,-0.425,-32.227,12.695,-2.625
0.292,-0.215,-0.467,-32.043,14.282,-2.136
0.318,-0.188,-0.477,-28.076,13.855,-2.136
0.318,-0.184,-0.465,-20.813,12.634,-2.014
0.3,-0.217,-0.447,-11.963,12.024,-1.221
0.268,-0.266,-0.424,-3.235,12.268,0.854
0.243,-0.303,-0.408,3.052,13.794,4.456
0.207,-0.332,-0.38,7.69,15.93,9.644
0.146,-0.363,-0.338,10.498,18.311,16.541
0.062,-0.361,-0.274,11.353,22.4,25.024
-0.019,-0.342,-0.2,11.719,29.48,33.325
-0.115,-0.333,-0.13,13.489,39.795,41.138
-0.159,-0.326,-0.104,15.259,53.101,49.133
-0.126,-0.253,-0.118,15.625,66.467,56.458
-0.09,-0.109,-0.134,17.395,76.05,61.462
-0.108,-0.011,-0.108,24.048,80.994,63.293
-0.219,-0.022,-0.011,34.851,82.947,62.317
-0.423,-0.179,0.13,44.617,86.182,59.509
-0.633,-0.354,0.285,46.692,93.689,56.458
-0.996,-0.31,1.204,23.804,118.042,60.547
-0.927,-0.27,1.216,17.151,112.366,59.204
-0.822,-0.24,1.189,15.991,105.835,56.58
-0.678,-0.235,1.13,20.142,96.069,52.673
-0.518,-0.286,1.04,26.367,80.933,47.668
-1.03,-1.818,1.386,31.86,59.204,41.26
-4,-2.765,4,-37.109,59.204,12.634
1.726,3.996,-2.242,-235.413,248.108,-49.988
-2.022,-0.357,3.566,-69.824,250.122,-77.942
1.954,-0.049,0.715,7.08,222.534,-62.866
1.196,-1.149,1.8,-37.903,190.125,-57.251
0.362,-0.2,1.29,-52.551,127.441,-36.377
-0.307,0.432,1.508,-49.622,73.853,-18.188
0.138,0.691,1.338,-21.24,38.147,-4.639
-0.106,0.244,1.078,11.108,9.155,6.653
-0.37,-0.022,0.944,31.982,-6.653,15.564
-0.432,0.102,0.903,44.922,-11.536,21.301
-0.448,-0.395,0.772,55.176,-11.414,26.733
-0.425,-0.785,0.666,51.575,-8.484,27.954
-0.402,-0.782,0.69,32.166,-4.333,18.982
-0.384,-0.569,0.746,9.399,0.793,6.531
-0.416,-0.375,0.814,-7.019,5.188,-2.014
-0.422,-0.326,0.841,-16.418,8.545,-6.775
-0.418,-0.214,0.885,-21.606,10.132,-9.521
-0.411,-0.054,0.928,-22.461,10.315,-10.254
-0.429,0.005,0.947,-17.7,9.521,-7.812
-0.449,-0.015,0.956,-10.132,8.301,-3.845
-0.445,-0.054,0.948,-2.747,6.592,-0.488
-0.396,-0.133,0.913,2.991,5.005,2.441
-0.382,-0.217,0.906,5.981,3.235,4.028
-0.411,-0.227,0.916,6.042,1.648,3.479
-0.42,-0.22,0.911,4.639,1.038,2.197
-0.42,-0.218,0.907,3.662,0.671,1.465
