aX,aY,aZ,gX,gY,gZ
-0.862,0.393,-0.493,-17.7,95.093,13.367
-0.704,0.296,-0.385,-2.686,73.547,1.892
-0.58,0.094,-0.258,10.498,54.077,-3.296
-0.479,-0.002,-0.115,15.198,36.621,-6.348
-0.401,0.005,0.013,14.709,23.56,-6.348
-0.373,0.037,0.142,13.733,14.832,-2.563
-0.348,0.066,0.258,14.648,8.728,4.578
-0.322,0.024,0.366,16.602,7.019,13.855
-0.28,-0.035,0.421,15.259,9.155,20.752
-0.213,-0.047,0.433,8.972,13.306,22.949
-0.111,0.018,0.437,0.427,17.029,20.081
0.01,0.1,0.46,-4.883,18.616,13.428
0.083,0.156,0.497,-4.456,16.846,5.066
0.07,0.111,0.534,1.526,13.184,-2.319
0.009,0,0.575,8.057,10.559,-8.057
-0.064,-0.077,0.617,11.597,9.033,-11.475
-0.055,-0.143,0.655,11.78,8.362,-11.78
-0.009,-0.164,0.693,9.216,7.324,-10.315
0.02,-0.148,0.73,5.676,4.944,-8.911
0.028,-0.129,0.758,3.845,1.892,-7.507
0.016,-0.126,0.794,3.662,-0.671,-6.226
0.033,-0.176,0.819,4.761,-2.686,-5.737
0.057,-0.217,0.835,4.639,-4.761,-6.775
0.08,-0.213,0.856,3.296,-6.714,-8.057
0.078,-0.205,0.876,2.136,-8.484,-8.972
0.062,-0.235,0.915,2.38,-9.583,-8.85
0.068,-0.291,0.95,2.747,-9.705,-8.667
0.062,-0.289,0.973,2.075,-8.301,-8.972
0.096,-0.296,0.974,1.526,-5.92,-7.935
0.144,-0.29,0.968,1.099,-3.845,-6.47
0.151,-0.277,0.976,0.549,-4.395,-4.944
0.163,-0.293,0.982,0.244,-6.47,-3.174
0.15,-0.288,1.007,-0.671,-9.033,-2.502
0.113,-0.27,1.04,-0.61,-10.925,-1.831
0.125,-0.306,1.032,0.916,-10.193,-0.488
0.179,-0.32,1.011,0.183,-8.484,-0.061
0.247,-0.295,1.001,-3.052,-7.629,-1.404
0.27,-0.248,1.014,-4.883,-7.812,-3.174
0.271,-0.255,1.024,-4.15,-8.911,-5.005
0.274,-0.313,1.022,-2.136,-9.949,-5.798
0.287,-0.33,1.018,-1.892,-11.108,-6.287
0.279,-0.31,1.039,-2.686,-11.902,-5.92
0.25,-0.319,1.057,-2.014,-12.207,-4.883
0.213,-0.35,1.064,-0.61,-11.353,-4.089
0.155,-0.338,1.07,-0.061,-9.521,-3.296
0.147,-0.307,1.054,0.732,-6.653,-2.38
0.194,-0.276,1.016,2.319,-3.784,-1.526
0.245,-0.225,0.99,3.784,-2.625,-1.343
0.247,-0.197,0.975,5.31,-3.418,-1.709
0.218,-0.228,0.987,6.042,-4.944,-2.258
0.157,-0.271,1.003,4.7,-6.287,-2.502
0.118,-0.28,1.001,0.488,-6.653,-2.441
0.112,-0.267,0.985,-4.333,-5.981,-1.526
0.115,-0.255,0.961,-7.751,-5.31,0.061
0.108,-0.255,0.941,-9.705,-5.188,0.671
0.099,-0.259,0.938,-10.742,-5.676,0.244
0.088,-0.273,0.942,-10.376,-6.287,-0.854
0.061,-0.263,0.949,-8.423,-6.409,-2.014
0.054,-0.261,0.942,-5.249,-5.005,-2.441
0.085,-0.278,0.91,-1.587,-2.686,-2.38
0.125,-0.286,0.888,-0.183,-0.916,-2.563
0.137,-0.266,0.889,-0.427,-0.977,-2.93
0.113,-0.227,0.892,-0.366,-2.136,-3.052
0.096,-0.223,0.883,1.221,-3.113,-2.38
0.1,-0.242,0.866,2.136,-3.235,-0.854
0.115,-0.241,0.851,0.916,-3.296,0.061
0.118,-0.224,0.86,-1.648,-3.906,-0.244
0.102,-0.213,0.88,-2.93,-4.822,-1.16
0.09,-0.212,0.882,-2.38,-4.883,-1.77
0.104,-0.215,0.873,-0.732,-4.395,-1.953
0.118,-0.205,0.869,1.221,-4.272,-2.136
0.088,-0.19,0.883,3.418,-4.822,-2.502
0.034,-0.192,0.906,5.92,-5.005,-3.357
-0.003,-0.21,0.909,8.118,-3.601,-4.089
0.001,-0.229,0.879,8.972,-1.282,-4.517
0.023,-0.217,0.849,7.996,-0.244,-5.31
0.036,-0.205,0.827,6.47,-1.343,-6.287
0.022,-0.207,0.829,5.676,-3.967,-6.958
-0.004,-0.223,0.853,5.554,-6.775,-7.263
-0.006,-0.259,0.865,5.737,-8.362,-7.263
-0.678,-0.591,1.12,-35.583,-223.145,-53.833
-0.699,-0.563,1.098,-45.654,-234.009,-62.5
-0.647,-0.402,0.998,-52.307,-243.225,-72.083
-0.498,-0.161,0.913,-50.537,-250.732,-80.75
-0.314,0.059,0.887,-31.555,-260.681,-83.557
-0.372,0.097,0.886,2.38,-277.954,-80.505
-0.594,0.017,0.887,37.903,-300.476,-76.904
-0.875,-0.16,0.949,62.744,-317.932,-78.186
-1.057,-0.234,1.137,73.792,-325.684,-81.97
-1.221,-0.694,1.696,76.111,-319.458,-82.397
-2.696,-2.562,2.78,68.237,-282.959,-51.27
-3.532,-3.579,3.356,34.18,-164.673,59.692
-2.108,-3.086,3.025,-36.377,29.968,195.19
-1.052,-1.792,2.585,-134.521,168.152,265.564
-0.685,-0.369,2.392,-191.101,226.624,273.193
-0.659,0.531,2.27,-175.537,247.925,252.808
-0.808,0.69,2.106,-106.506,258.484,232.361
-1.124,0.3,1.878,-30.64,266.357,215.515
-1.581,-0.251,1.657,17.334,275.513,196.777
-2.098,-0.718,1.44,27.527,289.49,175.476
-2.599,-0.948,1.222,5.615,310.791,153.931
-3.045,-0.863,1.012,-32.898,337.83,135.437
-3.365,-0.609,0.79,-69.702,368.53,124.817
-3.492,-0.407,0.594,-91.614,399.353,123.047
-3.432,-0.308,0.461,-100.342,424.5,127.075
-3.256,-0.239,0.274,-102.173,437.561,132.385
-3.022,-0.333,-0.024,-100.586,440.979,135.01
-2.61,-0.627,-0.211,-102.478,439.697,134.399
-2.369,-0.684,-0.372,-121.521,424.927,121.46
-2.179,-0.598,-0.442,-142.456,402.466,94.116
-2.033,-0.484,-0.472,-153.259,378.662,59.387
-1.832,-0.325,-0.459,-151.672,353.943,24.231
-1.581,-0.083,-0.397,-134.338,327.209,-7.751
-1.386,0.168,-0.337,-99.304,296.082,-33.081
-1.217,0.332,-0.311,-49.194,261.719,-45.288
-1.006,0.29,-0.328,4.639,225.891,-40.71
-0.703,0.036,-0.346,49.011,186.707,-23.804
-0.444,-0.294,-0.32,72.632,144.409,-5.493
-0.321,-0.587,-0.23,71.899,101.929,6.348
-0.277,-0.62,-0.068,51.147,62.744,12.085
-0.39,-0.491,0.142,23.254,31.189,17.822
-0.515,-0.377,0.339,1.221,11.902,28.931
-0.603,-0.352,0.473,-11.963,4.883,43.823
-0.656,-0.366,0.527,-20.386,6.714,58.105
-0.665,-0.367,0.531,-28.015,14.709,67.078
-0.618,-0.29,0.508,-36.194,25.635,70.129
-0.562,-0.179,0.466,-42.542,36.072,68.97
-0.458,-0.123,0.406,-45.227,43.152,65.552
-0.365,-0.047,0.349,-45.41,46.082,59.265
-0.315,0.057,0.315,-42.358,44.434,51.453
-0.294,0.144,0.304,-34.546,39.917,44.25
-0.307,0.177,0.311,-22.583,34.18,39.001
-0.302,0.108,0.326,-8.972,27.344,34.973
-0.262,-0.021,0.344,1.709,19.836,28.748
-0.235,-0.047,0.377,5.005,11.658,18.005
-0.246,0.024,0.417,5.188,4.456,5.798
-0.242,0.07,0.466,8.606,-0.061,-2.686
-0.217,0.059,0.542,16.113,-2.502,-6.775
-0.25,-0.002,0.626,25.269,-2.869,-8.911
-0.263,-0.109,0.701,32.776,0.366,-9.277
-0.25,-0.211,0.732,35.889,7.019,-8.789
-0.197,-0.255,0.717,33.02,15.32,-7.263
-0.082,-0.261,0.689,25.757,21.851,-4.395
0.008,-0.237,0.672,16.968,24.475,-0.488
-0.005,-0.207,0.69,8.606,21.973,4.395
-0.087,-0.189,0.724,3.296,17.761,10.01
-0.121,-0.17,0.761,1.16,15.93,16.113
-0.108,-0.124,0.782,1.404,18.066,21.729
-0.018,-0.102,0.796,4.089,21.667,26.672
0.088,-0.089,0.797,7.385,23.376,28.992
0.147,-0.132,0.789,10.01,21.24,28.503
0.158,-0.186,0.783,9.583,16.785,24.719
0.116,-0.165,0.784,6.042,12.085,17.944
0.094,-0.134,0.788,2.991,8.423,10.925
0.128,-0.088,0.814,2.197,6.042,5.371
0.142,-0.06,0.854,3.357,3.174,0.61
0.108,-0.066,0.914,7.324,-0.183,-2.38
0.064,-0.157,0.974,12.024,-2.563,-4.15
-0.004,-0.24,1.009,15.076,-2.625,-5.737
0.001,-0.304,1.022,15.076,1.038,-6.897
0.097,-0.32,1.003,12.634,7.812,-7.324
0.207,-0.276,0.985,9.033,13.184,-7.446
0.254,-0.237,0.983,7.446,15.137,-6.958
0.312,-0.258,0.983,7.874,13.855,-5.92
0.333,-0.27,0.983,8.118,10.254,-5.249
0.306,-0.27,0.985,7.629,6.409,-4.761
0.273,-0.27,0.972,6.775,4.395,-3.662
0.246,-0.277,0.97,5.554,3.296,-2.319
0.219,-0.293,0.973,3.845,1.953,-0.916
0.215,-0.324,0.961,1.953,0.427,0.366
0.214,-0.299,0.954,-1.038,-1.282,0.916
0.216,-0.288,0.938,-2.991,-3.113,1.831
0.215,-0.302,0.921,-3.845,-4.822,2.625
0.192,-0.298,0.917,-4.883,-6.165,2.747
0.158,-0.282,0.948,-5.676,-7.324,2.38
0.074,-0.262,0.986,-4.578,-8.118,1.892
-0.029,-0.244,1.007,-0.793,-6.836,2.502
-0.026,-0.249,0.987,4.089,-1.77,4.333
0.071,-0.248,0.921,6.775,4.456,6.531
0.181,-0.212,0.848,6.47,8.118,7.263
0.243,-0.194,0.807,4.517,7.751,5.981
0.224,-0.148,0.82,1.648,4.089,3.174
0.154,-0.102,0.854,0.671,0.427,0
0.045,-0.081,0.881,3.357,-0.977,-1.404
-0.035,-0.121,0.889,7.812,1.038,-1.099
-0.053,-0.187,0.879,10.254,5.31,-0.427
-0.021,-0.263,0.851,8.545,9.033,-1.16
0.02,-0.256,0.823,2.747,10.071,-3.845
0.041,-0.205,0.807,-2.991,9.033,-7.263
0.054,-0.174,0.792,-4.822,7.019,-9.216
0.081,-0.193,0.778,-3.723,4.822,-8.911
0.096,-0.231,0.781,-2.075,1.953,-7.263
0.098,-0.282,0.798,-2.014,-1.282,-5.92
0.062,-0.278,0.826,-3.052,-4.7,-5.005
0.028,-0.217,0.855,-2.563,-6.409,-4.089
0.015,-0.188,0.883,1.526,-5.859,-2.38
0.005,-0.192,0.91,6.775,-3.357,-0.305
0.017,-0.207,0.938,10.864,0.366,1.16
0.041,-0.223,0.955,12.573,4.883,1.099
-0.765,-0.439,1.406,-17.334,-260.498,-80.261
-0.717,-0.314,1.441,-17.639,-281.616,-88.989
-0.584,-0.098,1.466,-9.827,-303.467,-94.604
-0.543,0.081,1.534,11.414,-328.43,-93.506
-0.668,0.011,1.519,45.166,-358.215,-85.693
-0.885,-0.235,1.346,79.163,-388.794,-70.984
-1.296,-0.873,1.075,98.45,-421.57,-40.161
-2.55,-2.149,1.097,94.91,-457.825,20.02
-4,-2.818,1.779,57.434,-453.796,102.295
-4,-2.633,2.635,-23.499,-333.069,153.137
-3.974,-0.875,2.787,-138.184,-115.723,147.522
-2.567,1.408,2.548,-197.083,91.187,86.548
-1.505,1.943,2.046,-120.728,203.857,15.137
-0.697,0.542,1.438,23.193,238.586,-18.127
-0.507,-1.075,1.017,106.628,217.773,-10.559
-0.793,-1.823,0.922,88.989,174.377,17.944
-1.294,-1.738,1.024,14.465,141.602,62.256
-1.752,-1.221,1.132,-62.866,134.521,110.596
-1.982,-0.514,1.168,-117.859,153.32,144.104
-2.082,0.229,1.167,-138.55,187.317,151.733
-2.112,0.546,1.061,-119.446,226.074,138.794
-2.056,0.31,0.846,-75.134,262.817,119.141
-2.012,-0.094,0.615,-37.903,293.091,103.699
-2.026,-0.454,0.403,-23.682,315.369,97.595
-2.064,-0.676,0.208,-29.968,331.665,100.647
-2.097,-0.759,0.025,-49.927,344.482,108.887
-1.861,-0.87,-0.225,-78.308,355.347,113.403
-1.673,-0.873,-0.389,-116.699,357.971,98.083
-1.6,-0.335,-0.455,-158.875,346.68,67.2
-1.486,0.16,-0.484,-171.875,328.369,42.664
-1.356,0.325,-0.523,-146.24,305.603,36.56
-1.234,0.046,-0.601,-101.929,278.259,42.664
-1.231,-0.344,-0.682,-67.688,247.986,49.255
-1.345,-0.499,-0.691,-57.8,218.933,50.537
-1.535,-0.457,-0.633,-61.157,196.35,50.476
-1.707,-0.402,-0.601,-64.148,183.96,51.697
-1.795,-0.346,-0.59,-63.965,182.861,51.758
-1.766,-0.258,-0.604,-62.561,190.002,47.974
-1.542,-0.195,-0.628,-62.5,200.317,35.889
-1.315,0.065,-0.588,-65.369,207.397,14.099
-1.167,0.349,-0.509,-60.303,209.229,-10.254
-1.03,0.46,-0.444,-41.565,206.787,-30.701
-0.906,0.342,-0.437,-18.127,200.378,-43.64
-0.774,0.135,-0.437,-3.845,190.796,-50.903
-0.648,0.014,-0.408,-4.517,178.589,-55.176
-0.578,-0.017,-0.337,-15.015,164.246,-57.678
-0.591,0.028,-0.241,-26.306,149.231,-58.289
-0.713,0.147,-0.116,-30.823,136.475,-55.908
-0.765,0.124,-0.014,-23.987,131.531,-49.011
-0.693,0.032,0.045,-13,133.911,-41.626
-0.531,-0.047,0.083,-4.761,138.245,-36.865
-0.331,-0.105,0.097,-1.465,140.625,-34.79
-0.147,-0.097,0.102,-1.892,137.085,-33.936
-0.024,-0.037,0.111,-1.77,127.258,-32.043
0.055,0.001,0.128,2.38,113.586,-26.245
0.043,0.029,0.175,10.376,96.863,-17.09
0.012,-0.015,0.218,21.362,80.2,-5.92
0.04,-0.131,0.266,30.212,64.88,6.409
0.06,-0.198,0.303,32.471,49.255,17.761
0.068,-0.219,0.345,28.687,34.119,26.428
0.051,-0.17,0.432,21.729,20.996,32.532
-0.084,-0.034,0.558,17.151,11.23,37.292
-0.131,-0.035,0.643,18.494,7.568,43.213
-0.087,-0.089,0.669,21.057,9.644,45.837
0.043,-0.137,0.652,21.606,11.841,45.898
0.187,-0.134,0.65,18.311,12.268,40.283
0.256,0.01,0.702,10.864,8.484,27.649
0.211,0.145,0.779,7.446,1.709,14.282
0.137,0.159,0.834,11.475,-3.662,4.272
0.076,0.082,0.848,18.005,-5.859,-3.357
0.069,-0.023,0.852,21.973,-5.859,-9.521
0.124,-0.102,0.885,20.203,-5.31,-15.076
0.16,-0.158,0.908,15.93,-6.47,-18.616
0.154,-0.201,0.938,11.108,-9.216,-20.203
0.077,-0.191,0.972,7.629,-11.414,-19.287
0.008,-0.188,0.993,7.08,-10.986,-15.747
0.066,-0.226,0.992,8.423,-7.751,-10.254
0.148,-0.205,0.993,8.85,-4.7,-5.737
0.242,-0.194,1.002,8.972,-4.211,-4.089
0.259,-0.149,1.019,8.423,-10.925,-5.066
0.195,-0.132,1.05,11.78,-13.123,-3.479
0.165,-0.15,1.056,15.625,-14.343,-2.075
0.194,-0.198,1.053,17.639,-13.184,-0.122
0.221,-0.216,1.051,15.869,-11.963,1.404
0.259,-0.215,1.048,11.23,-11.719,2.38
0.259,-0.174,1.063,6.287,-12.329,2.747
0.23,-0.149,1.082,2.869,-13.306,2.075
0.218,-0.123,1.087,0.793,-12.451,0.183
0.227,-0.096,1.086,0.305,-10.498,-2.075
0.217,-0.074,1.072,1.831,-8.179,-4.333
0.199,-0.093,1.058,4.578,-5.859,-6.775
0.187,-0.137,1.038,6.653,-4.456,-8.728
0.155,-0.193,1.018,6.653,-3.967,-10.315
0.101,-0.221,1,4.028,-4.15,-11.902
0.125,-0.239,0.982,0.183,-4.272,-12.695
0.195,-0.208,0.978,-3.54,-4.7,-13.123
0.159,-0.149,1.012,-3.601,-5.798,-12.695
0.119,-0.17,1.035,0.916,-4.944,-10.01
0.123,-0.264,1.022,5.31,-1.526,-6.775
0.145,-0.302,0.984,5.31,2.441,-4.883
0.189,-0.268,0.936,1.831,5.676,-4.333
0.218,-0.196,0.902,-1.465,6.836,-4.456
0.227,-0.122,0.889,-2.197,5.859,-4.395
0.189,-0.09,0.889,0.916,3.052,-3.845
0.141,-0.135,0.889,5.066,0,-3.296
0.097,-0.208,0.89,6.897,-2.319,-3.052
0.077,-0.229,0.873,4.761,-4.578,-3.784
0.077,-0.192,0.848,1.221,-6.592,-4.883
0.104,-0.152,0.829,-0.427,-8.911,-4.822
0.092,-0.116,0.842,0.854,-11.963,-4.456
0.043,-0.109,0.867,4.639,-14.648,-4.272
0.014,-0.134,0.886,8.606,-15.625,-4.272
0.021,-0.162,0.885,11.414,-15.747,-4.456
0.038,-0.173,0.873,11.902,-15.991,-4.822
0.063,-0.17,0.854,10.437,-16.846,-5.615
0.088,-0.156,0.855,7.874,-18.433,-7.08
0.081,-0.151,0.869,6.348,-20.508,-8.85
0.05,-0.156,0.9,6.348,-21.912,-10.803
-0.002,-0.172,0.913,7.874,-22.339,-12.39
-0.738,-0.432,1.732,-0.671,-288.513,-53.833
-0.722,-0.443,1.701,-17.639,-312.866,-59.082
-0.583,-0.394,1.49,-36.56,-333.069,-64.514
-0.702,-0.148,1.447,-48.767,-354.675,-67.627
-0.596,0.034,1.331,-45.654,-371.521,-67.871
-0.749,-0.036,1.186,-22.766,-391.418,-58.96
-1.102,-0.439,0.893,3.845,-422.607,-42.664
-2.205,-1.053,0.742,18.921,-461.243,-7.812
-3.993,-1.897,1.52,23.743,-476.135,47.729
-4,-2.425,2.393,1.953,-383.179,93.567
-4,-2.034,2.721,-69.336,-169.8,105.896
-2.704,-0.127,2.5,-154.236,54.993,73.486
-1.663,1.111,2.139,-154.297,189.697,16.174
-1.061,0.875,1.762,-61.829,249.023,-34.912
-0.949,0.097,1.485,34.668,265.869,-70.068
-1.105,-0.61,1.299,82.092,266.052,-80.627
-1.305,-1.074,1.145,83.801,268.372,-68.054
-1.379,-1.309,1.025,57.312,278.076,-39.551
-1.343,-1.305,0.881,18.25,286.682,4.761
-1.369,-1.003,0.784,-22.339,289.185,62.012
-1.488,-0.572,0.724,-51.392,287.537,118.713
-1.698,-0.098,0.709,-60.059,287.354,163.635
-1.942,0.104,0.673,-47.546,295.776,197.937
-2.104,-0.008,0.567,-21.851,312.134,221.069
-2.176,-0.198,0.421,-3.54,332.153,230.225
-2.212,-0.3,0.273,-0.671,351.379,226.074
-2.178,-0.343,0.148,-9.277,369.08,213.989
-2.142,-0.338,0.039,-23.621,383.179,198.792
-2.064,-0.285,-0.057,-39.612,392.395,182.556
-2.012,-0.155,-0.136,-52.734,395.691,166.199
-1.975,0.104,-0.195,-57.251,394.775,151.855
-1.884,0.286,-0.286,-49.011,391.724,142.273
-1.679,0.322,-0.416,-32.593,383.667,136.902
-1.405,0.251,-0.533,-18.433,367.859,132.324
-1.197,0.072,-0.624,-12.085,341.797,123.779
-1.062,-0.12,-0.663,-17.334,307.617,107.849
-1.038,-0.144,-0.646,-35.095,270.325,83.435
-1.069,-0.034,-0.543,-54.626,235.657,56.702
-1.053,0.106,-0.423,-64.087,205.872,34.973
-1.039,0.174,-0.333,-59.998,180.298,20.996
-0.987,0.146,-0.271,-46.387,159.302,13.062
-0.94,0.09,-0.194,-28.992,141.907,7.446
-0.984,0.079,-0.095,-10.62,128.113,2.747
-0.975,0.123,-0.032,9.888,120.483,-0.366
-0.85,-0.009,-0.033,30.151,116.699,1.587
-0.669,-0.199,-0.073,41.504,112.244,7.202
-0.482,-0.299,-0.096,37.598,102.722,11.414
-0.336,-0.287,-0.09,23.499,87.646,14.099
-0.241,-0.166,-0.047,7.446,69.031,16.724
-0.194,-0.007,0.025,-3.662,49.072,20.63
-0.138,0.05,0.099,-5.798,31.006,26.917
-0.134,0.068,0.175,-3.357,14.221,32.898
-0.211,0.081,0.264,1.77,1.465,36.743
-0.262,0.042,0.333,7.446,-4.517,39.795
-0.251,-0.021,0.388,11.902,-5.066,40.1
-0.182,-0.052,0.425,13.184,-3.235,36.377
-0.075,-0.036,0.445,12.878,-1.709,29.846
-0.013,-0.009,0.475,12.146,-1.892,21.79
-0.007,0.006,0.503,13.55,-3.601,13.733
-0.034,-0.009,0.535,15.93,-5.249,5.859
-0.086,-0.051,0.57,19.226,-6.226,-0.793
-0.12,-0.118,0.59,20.996,-6.104,-4.822
-0.102,-0.171,0.601,19.775,-5.005,-8.301
-0.036,-0.158,0.614,16.418,-4.578,-11.597
0.018,-0.105,0.636,14.343,-6.104,-14.709
0.073,-0.128,0.655,15.137,-9.949,-16.113
0.1,-0.217,0.691,16.357,-15.442,-17.395
0.036,-0.263,0.76,15.442,-21.423,-19.043
-0.028,-0.279,0.833,14.282,-24.841,-19.836
-0.039,-0.258,0.889,14.099,-23.499,-19.043
0.015,-0.249,0.917,15.442,-19.836,-16.724
0.079,-0.266,0.918,17.822,-17.212,-14.526
0.111,-0.311,0.933,18.433,-16.785,-13.428
0.148,-0.391,0.959,17.517,-18.066,-14.099
0.136,-0.403,0.987,14.282,-18.677,-16.113
0.106,-0.348,1.018,11.23,-16.907,-18.066
0.146,-0.28,1.03,12.146,-12.207,-17.761
0.208,-0.273,1.016,16.663,-7.446,-15.625
0.271,-0.323,0.992,21.301,-4.761,-13.55
0.296,-0.344,0.968,22.034,-4.639,-13.123
0.318,-0.35,0.967,20.142,-6.226,-13.306
0.33,-0.345,0.985,16.968,-8.423,-13.062
0.308,-0.346,1.009,13.428,-10.742,-12.634
0.266,-0.367,1.035,10.559,-12.024,-11.047
0.233,-0.406,1.04,7.08,-11.78,-8.484
0.206,-0.412,1.031,1.892,-10.193,-6.775
0.215,-0.402,1.006,-3.479,-8.728,-5.859
0.26,-0.359,0.982,-7.446,-7.935,-6.165
0.255,-0.293,0.993,-8.423,-9.216,-7.507
0.223,-0.32,0.997,-5.615,-12.024,-8.179
0.194,-0.393,0.989,-2.441,-14.648,-8.911
0.149,-0.406,0.991,-1.953,-16.602,-10.437
0.137,-0.384,0.986,-2.441,-17.212,-11.658
0.16,-0.351,0.978,-1.648,-16.602,-12.024
0.211,-0.313,0.979,1.099,-16.296,-12.024
0.248,-0.327,0.988,5.188,-17.09,-12.146
0.216,-0.356,1.011,8.789,-18.677,-12.329
0.153,-0.385,1.035,11.23,-18.555,-12.024
0.151,-0.413,1.04,11.414,-15.076,-10.376
0.22,-0.4,1.031,9.521,-10.559,-8.24
0.294,-0.365,1.011,7.019,-7.507,-5.859
0.326,-0.338,1.008,4.761,-6.714,-4.028
0.28,-0.352,1.03,3.296,-7.568,-2.502
0.207,-0.385,1.032,1.221,-8.057,-0.977
0.159,-0.368,1.014,-2.38,-7.263,0.305
0.177,-0.336,0.995,-5.31,-5.432,1.099
0.179,-0.291,0.98,-6.47,-4.028,0.977
0.153,-0.269,0.97,-5.127,-3.296,0
0.104,-0.262,0.956,-2.319,-2.441,-1.038
0.052,-0.281,0.937,1.221,-0.793,-1.953
0.041,-0.294,0.905,3.418,1.282,-2.502
0.06,-0.286,0.87,4.578,2.991,-3.113
0.076,-0.287,0.853,4.944,3.418,-4.028
0.084,-0.311,0.838,4.578,2.014,-5.31
0.061,-0.305,0.832,3.174,-0.305,-7.385
0.031,-0.281,0.831,1.282,-2.38,-9.033
0.021,-0.267,0.829,0.244,-3.845,-9.46
0.036,-0.26,0.822,0.305,-4.761,-9.094
0.044,-0.264,0.819,0.793,-6.104,-8.606
-0.058,-0.557,1.799,21.667,76.965,-3.479
0.037,-0.465,1.747,24.109,84.717,-4.15
0.082,-0.462,1.755,30.212,87.646,-7.324
0.031,-0.512,1.811,36.133,87.524,-11.292
-0.001,-0.521,1.857,38.635,88.074,-13.794
-0.002,-0.536,1.891,40.466,90.149,-14.832
-0.001,-0.572,1.922,41.992,92.59,-14.16
0.02,-0.563,1.92,41.931,95.093,-12.146
0.06,-0.56,1.932,41.626,97.717,-8.362
0.058,-0.599,1.978,41.26,99.67,-2.991
-0.016,-0.639,2.069,39.551,101.807,5.554
-0.079,-0.611,2.125,36.621,106.873,18.127
-0.048,-0.511,2.082,34.302,114.258,31.799
-0.016,-0.413,2.015,34.302,120.667,42.786
-0.038,-0.368,1.981,34.973,125.183,49.255
-0.054,-0.329,1.981,33.813,129.761,52.612
-0.025,-0.338,1.962,30.273,135.376,54.626
0,-0.432,1.921,24.292,141.418,55.359
-0.043,-0.474,1.889,14.954,147.705,57.556
-0.11,-0.485,1.832,5.981,154.846,63.965
-0.193,-0.561,1.779,1.099,163.086,74.158
-0.333,-0.608,1.767,-2.075,171.997,86.487
-0.439,-0.648,1.723,-4.578,181.641,99.792
-0.515,-0.652,1.615,-6.836,190.613,112.61
-0.583,-0.584,1.514,-9.277,196.533,122.437
-0.663,-0.528,1.434,-9.155,199.585,128.784
-0.75,-0.49,1.363,-6.348,200.623,132.202
-0.823,-0.417,1.341,-2.014,200.195,132.874
-0.942,-0.361,1.333,5.31,198.914,130.92
-1.066,-0.428,1.269,14.099,199.28,126.16
-1.15,-0.466,1.157,18.066,200.989,117.737
-1.174,-0.325,1.055,14.587,202.393,104.553
-1.208,-0.197,0.95,13,201.111,89.111
-1.189,-0.158,0.842,16.724,197.144,74.341
-1.127,-0.105,0.76,21.423,189.392,59.814
-1.067,-0.057,0.68,27.039,178.772,45.959
-0.977,-0.023,0.593,32.898,168.213,33.325
-0.89,-0.031,0.543,38.208,158.508,23.682
-0.857,-0.12,0.52,40.527,148.987,18.921
-0.815,-0.163,0.491,37.109,140.015,19.531
-0.756,-0.103,0.415,30.396,131.165,23.315
-0.685,-0.031,0.334,26.855,121.704,26.489
-0.623,-0.023,0.27,26.978,111.572,28.564
-0.605,-0.011,0.262,27.1,100.83,29.358
-0.609,-0.048,0.262,26.55,92.407,30.09
-0.589,-0.03,0.23,24.353,86.182,31.25
-0.518,0.04,0.167,21.851,80.444,31.555
-0.456,0.099,0.118,23.01,73.608,29.236
-0.413,0.088,0.102,26.489,65.063,25.024
-0.384,0.075,0.1,28.809,55.847,21.301
-0.33,0.114,0.09,27.588,47.058,19.165
-0.258,0.106,0.091,24.353,38.513,18.066
-0.212,0.109,0.119,19.653,30.273,16.113
-0.169,0.113,0.149,13.794,23.437,13.367
-0.111,0.041,0.162,9.033,17.761,10.071
-0.074,0.005,0.189,5.066,12.146,6.409
-0.066,0.047,0.24,3.052,6.165,2.991
-0.059,-0.057,0.266,6.531,1.404,1.404
-0.029,-0.1,0.292,8.118,-2.136,1.465
0.016,-0.083,0.307,5.859,-4.822,1.282
0.076,-0.116,0.317,4.883,-7.507,0.366
0.093,-0.068,0.344,4.333,-10.559,-2.075
0.171,-0.038,0.349,6.836,-12.207,-4.456
0.26,-0.07,0.388,10.986,-13.855,-7.507
0.26,-0.126,0.464,12.573,-16.113,-10.864
0.269,-0.18,0.492,9.949,-16.907,-12.634
0.351,-0.152,0.491,5.432,-17.456,-13.123
0.405,-0.114,0.496,3.174,-19.531,-13.55
0.424,-0.1,0.525,5.249,-22.766,-14.771
0.447,-0.149,0.588,9.399,-25.085,-16.663
0.481,-0.223,0.644,10.559,-25.94,-17.761
0.515,-0.243,0.693,7.202,-25.879,-17.517
0.557,-0.254,0.724,2.625,-25.085,-15.93
0.58,-0.248,0.755,0.122,-24.109,-14.221
0.618,-0.269,0.777,0.183,-22.644,-13.916
0.667,-0.268,0.774,0.488,-21.118,-15.259
0.701,-0.262,0.768,0.061,-19.409,-17.273
0.719,-0.294,0.756,-0.305,-18.005,-18.921
0.732,-0.296,0.754,-1.709,-16.602,-19.531
0.753,-0.288,0.778,-2.258,-15.259,-19.958
0.745,-0.392,0.799,-0.427,-13.977,-20.813
0.708,-0.437,0.821,-0.244,-12.451,-20.752
0.695,-0.44,0.816,-2.075,-11.719,-18.372
0.692,-0.435,0.798,-2.808,-12.329,-14.526
