aX,aY,aZ,gX,gY,gZ
-0.446,-0.243,0.86,-6.653,5.249,-1.709
-0.402,-0.159,0.89,-10.864,8.85,-2.625
-0.387,-0.053,0.925,-10.681,11.108,-2.991
-0.41,-0.006,0.955,-5.615,12.024,-3.113
-0.397,0.006,0.958,1.16,12.756,-1.343
-0.366,-0.025,0.958,7.568,12.634,2.014
-0.351,-0.084,0.958,13.184,11.841,4.7
-0.373,-0.12,0.971,18.066,11.169,5.432
-0.401,-0.156,0.959,22.156,11.169,5.127
-0.411,-0.207,0.927,23.56,11.78,6.042
-0.386,-0.253,0.9,21.973,12.512,6.531
-0.347,-0.24,0.883,18.433,14.526,6.104
-0.3,-0.257,0.885,14.465,15.747,4.883
-0.266,-0.258,0.895,11.169,15.32,3.967
-0.342,-0.192,0.953,9.094,13.916,2.93
-0.464,-0.096,1.006,9.521,13.733,3.296
-0.446,-0.061,0.962,12.085,16.235,4.761
-0.333,-0.09,0.911,14.954,19.287,6.104
-0.274,-0.154,0.887,17.395,20.142,7.08
-0.292,-0.199,0.896,18.372,19.47,7.385
-0.31,-0.195,0.901,18.188,18.677,7.385
-0.298,-0.208,0.892,17.7,18.188,7.141
-0.282,-0.227,0.879,16.785,18.005,6.714
-0.289,-0.237,0.893,15.686,17.09,6.165
-0.282,-0.229,0.887,14.465,16.724,5.859
-0.07,-0.274,2.154,-2.38,-318.726,-73.181
-0.161,-0.432,2.241,21.24,-364.38,-85.754
-0.486,-1.141,2.448,43.884,-392.822,-106.323
-0.438,-1.574,2.432,38.025,-405.762,-130.676
-0.157,-1.625,2.203,10.864,-413.269,-155.945
0.266,-1.39,1.738,-20.264,-423.706,-181.152
0.086,-0.923,1.797,-50.049,-435.181,-197.693
-2.789,-0.453,3.729,-32.41,-450.012,-165.588
-3.443,-1.88,4,60.242,-369.873,-77.759
-2.509,-3.83,4,107.91,-201.294,16.479
-1.168,-3.746,3.978,42.542,-34.973,87.463
-0.379,-2.061,3.5,-67.261,85.449,129.15
0.051,-0.264,3.114,-118.225,159.485,150.452
0.24,0.549,2.923,-75.317,202.942,155.457
0.119,0.21,2.716,15.808,228.821,147.644
-0.281,-0.473,2.644,85.693,248.901,134.033
-0.913,-0.907,2.679,108.093,271.545,124.146
-1.606,-1.073,2.683,96.985,304.565,128.845
-2.092,-1.021,2.568,72.571,347.351,148.865
-2.384,-0.833,2.342,46.448,389.587,178.284
-2.564,-0.576,2.08,24.658,422.729,208.13
-2.771,-0.401,1.852,11.658,442.993,229.858
-2.989,-0.337,1.647,6.592,452.82,241.76
-3.362,-0.464,1.457,4.7,456.177,248.23
-3.797,-0.632,1.214,-2.625,458.496,255.554
-4,-0.783,0.924,-20.142,461.365,266.113
-4,-0.876,0.52,-49.805,462.28,274.658
-4,-0.843,0.155,-92.529,459.351,276.978
-4,-0.612,-0.197,-137.207,452.637,267.578
-4,-0.16,-0.478,-169.983,442.322,244.263
-4,0.462,-0.749,-177.917,428.345,215.759
-4,1.028,-0.943,-152.771,411.987,184.631
-3.995,1.271,-1.177,-94.238,392.883,148.499
-3.663,1.05,-1.422,-25.818,365.051,113.525
-3.33,0.682,-1.643,26.428,325.989,77.454
-3.075,0.434,-1.804,51.758,276.489,40.588
-2.903,0.272,-1.869,55.481,221.069,5.615
-2.701,0.188,-1.866,46.082,163.147,-27.039
-2.588,0.285,-1.749,30.823,105.042,-56.763
-2.53,0.412,-1.583,22.461,49.194,-78.308
-2.407,0.413,-1.435,24.475,-1.404,-85.51
-2.247,0.301,-1.277,30.09,-47.058,-79.834
-2.048,0.162,-1.117,31.067,-89.111,-67.627
-1.89,0.101,-0.91,24.841,-126.709,-53.467
-1.77,0.183,-0.648,14.954,-158.508,-41.138
-1.708,0.348,-0.36,9.155,-182.373,-30.579
-1.617,0.445,-0.109,11.353,-196.533,-23.376
-1.474,0.431,0.072,18.494,-201.904,-21.667
-1.277,0.356,0.192,23.804,-202.576,-27.71
-1.103,0.311,0.302,23.437,-201.904,-41.443
-1.017,0.31,0.426,19.47,-200.806,-60.913
-0.977,0.293,0.545,17.334,-198.73,-81.726
-0.946,0.205,0.655,17.944,-195.251,-100.403
-0.946,0.076,0.758,19.775,-191.711,-115.662
-0.961,-0.083,0.871,20.874,-188.599,-125.854
-0.993,-0.189,1.007,20.142,-185.364,-130.554
-1.06,-0.249,1.139,19.714,-180.969,-130.92
-1.083,-0.38,1.222,20.508,-174.988,-128.174
-1.043,-0.493,1.278,17.944,-169.556,-123.413
-0.999,-0.57,1.316,11.536,-166.016,-117.981
-0.987,-0.576,1.38,3.479,-166.077,-111.45
-1.025,-0.572,1.481,-3.723,-169.312,-102.539
-1.067,-0.591,1.572,-8.301,-171.509,-91.736
-1.081,-0.62,1.669,-12.146,-171.143,-80.444
-1.058,-0.621,1.746,-17.273,-169.067,-70.496
-0.999,-0.599,1.803,-23.56,-166.809,-63.843
-0.948,-0.548,1.835,-28.687,-165.222,-61.584
-0.924,-0.524,1.87,-31.494,-164.246,-62.256
-0.949,-0.526,1.959,-31.372,-162.476,-63.354
-1.032,-0.611,2.1,-28.381,-157.471,-63.66
-1.084,-0.776,2.21,-26.855,-146.545,-62.317
-0.977,-0.901,2.187,-32.166,-130.249,-60.547
-0.742,-0.839,2.085,-44.8,-113.647,-59.326
-0.514,-0.657,1.958,-56.641,-102.051,-60.059
-0.371,-0.498,1.923,-57.861,-97.534,-62.256
-0.405,-0.483,2.001,-46.448,-96.313,-63.965
-0.473,-0.738,2.05,-30.212,-93.018,-62.439
-0.378,-1.001,1.987,-24.414,-84.839,-58.899
-0.198,-0.998,1.871,-32.776,-76.355,-55.176
-0.059,-0.769,1.768,-42.969,-71.96,-51.025
0.013,-0.519,1.719,-40.771,-70.557,-46.509
-0.01,-0.455,1.744,-23.437,-68.848,-42.114
-0.049,-0.6,1.761,-0.793,-62.866,-37.842
0.03,-0.772,1.721,12.268,-51.025,-34.729
0.158,-0.734,1.651,11.475,-38.086,-34.058
0.25,-0.599,1.56,6.165,-28.442,-34.668
0.296,-0.486,1.474,4.761,-21.362,-34.912
0.314,-0.441,1.405,8.118,-15.625,-34.729
0.34,-0.443,1.33,14.282,-10.254,-33.936
0.346,-0.442,1.262,20.142,-5.127,-32.837
0.429,-0.421,1.108,24.475,-1.282,-31.372
0.498,-0.346,1.009,28.015,-1.587,-30.273
0.161,-0.228,1.424,34.912,-6.104,-28.809
-0.588,-0.536,3.467,51.88,6.531,-14.771
1.442,-2.587,1.874,80.017,89.478,36.743
1.863,-1.597,0.929,25.024,138.977,78.43
-0.272,-0.189,1.803,-25.818,103.76,83.862
-0.891,0.02,1.101,0.977,126.282,57.861
-0.707,-0.644,1.13,8.911,121.46,30.09
-0.036,-0.31,1.156,10.071,111.145,25.818
0.005,-0.094,1.141,6.714,95.825,21.423
-0.203,-0.533,1.008,10.559,85.693,12.085
-0.313,-0.526,0.958,4.15,74.89,7.812
-0.255,-0.301,0.974,-4.639,64.697,4.517
-0.299,-0.232,0.959,-9.094,57.434,0.916
-0.42,-0.294,0.914,-11.719,52.246,-1.587
-0.397,-0.259,0.902,-14.221,48.645,-2.625
-0.361,-0.143,0.907,-15.93,45.41,-2.502
-0.393,-0.117,0.916,-14.587,41.931,-0.671
-0.388,-0.153,0.905,-11.78,39.001,1.404
-0.307,-0.167,0.927,-9.705,36.56,2.93
-0.279,-0.177,0.942,-8.789,32.959,2.502
-0.319,-0.141,0.945,-8.484,28.198,1.709
-0.351,-0.083,0.941,-7.08,23.743,1.221
-0.366,-0.068,0.929,-3.479,20.874,2.502
-0.361,-0.079,0.927,1.099,19.043,4.7
-0.342,-0.122,0.922,5.066,17.151,6.592
-0.342,-0.167,0.916,7.751,15.259,7.629
-0.344,-0.178,0.918,9.216,13.428,8.057
-0.28,-0.66,1.923,31.067,-326.172,-59.753
-0.654,-1.024,1.973,23.926,-340.942,-77.271
-0.627,-1.274,1.871,5.981,-342.407,-93.933
-0.362,-1.185,1.68,-17.212,-338.562,-111.389
0.014,-1.249,1.446,-30.09,-339.661,-132.507
0.057,-1.321,1.415,-46.143,-346.497,-152.161
-0.021,-1.086,1.676,-70.007,-345.886,-149.597
-1.859,-1.031,3.211,-66.895,-321.716,-102.112
-2.586,-1.867,4,-16.785,-234.863,-13.794
-1.631,-2.94,3.687,22.034,-88.684,83.618
-0.582,-3.036,3.056,-4.456,41.504,149.17
0.125,-2.109,2.48,-78.369,123.962,172.18
0.27,-0.77,2.345,-129.395,162.17,163.208
0.163,0.365,2.466,-114.99,182.373,140.32
-0.193,0.606,2.57,-34.851,200.562,119.263
-0.507,-0.02,2.597,65.918,224.792,103.516
-0.865,-0.851,2.611,131.958,251.831,94.299
-1.313,-1.37,2.638,143.677,281.006,95.947
-1.686,-1.426,2.623,116.089,313.599,109.192
-1.919,-1.238,2.536,78.247,346.741,129.7
-2.062,-0.957,2.385,47.18,374.451,154.846
-2.185,-0.683,2.23,28.32,392.334,181.335
-2.351,-0.508,2.092,21.301,401.001,203.674
-2.602,-0.475,1.975,22.034,402.771,220.093
-2.904,-0.557,1.824,22.888,401.367,233.215
-3.102,-0.668,1.628,15.442,398.865,243.53
-3.33,-0.786,1.375,-3.357,396.179,248.474
-3.482,-0.834,1.1,-34.119,392.944,250.244
-3.603,-0.792,0.809,-72.876,387.573,249.756
-3.753,-0.696,0.48,-112,379.333,243.835
-3.978,-0.592,0.136,-147.095,370.667,229.919
-4,-0.419,-0.194,-172.241,363.037,206.238
-4,-0.159,-0.576,-182.556,357.3,176.697
-4,0.287,-0.99,-176.147,351.257,149.109
-4,0.677,-1.361,-148.682,339.233,125.305
-4,0.84,-1.704,-101.929,317.139,97.9
-3.935,0.794,-1.994,-49.622,281.982,63.171
-3.567,0.63,-2.261,-6.348,235.168,21.423
-3.231,0.406,-2.376,20.691,175.537,-24.963
-2.964,0.323,-2.327,31.921,107.727,-72.021
-2.743,0.306,-2.119,34.668,37.17,-106.506
-2.545,0.332,-1.839,34.729,-29.358,-120.85
-2.327,0.316,-1.535,36.682,-90.21,-114.502
-2.104,0.258,-1.246,39.124,-141.785,-96.191
-1.878,0.185,-0.973,38.879,-182.739,-74.829
-1.647,0.178,-0.717,32.959,-214.172,-55.115
-1.446,0.268,-0.464,24.414,-237,-40.833
-1.305,0.425,-0.174,19.531,-252.319,-34.058
-1.25,0.548,0.133,23.926,-257.69,-34.79
-1.205,0.486,0.416,35.889,-252.319,-40.649
-1.131,0.301,0.635,46.326,-237.305,-51.575
-1.019,0.149,0.787,47.729,-216.309,-66.895
-0.898,0.101,0.888,39.795,-193.909,-84.29
-0.792,0.07,0.94,29.907,-174.072,-100.952
-0.73,0.013,0.987,22.827,-158.936,-114.929
-0.709,-0.088,1.042,18.921,-150.024,-125.793
-0.732,-0.203,1.118,16.418,-144.531,-131.47
-0.777,-0.331,1.185,14.404,-140.93,-131.042
-0.831,-0.399,1.278,10.925,-137.756,-125.427
-0.868,-0.52,1.361,6.226,-133.362,-116.15
-0.942,-0.515,1.448,-0.183,-130.371,-106.873
-0.992,-0.454,1.541,-5.005,-127.319,-98.633
-1.017,-0.406,1.616,-4.822,-122.437,-92.59
-1.019,-0.443,1.679,-1.648,-116.882,-88.928
-1.042,-0.524,1.75,0.732,-112.183,-88.196
-1.061,-0.635,1.805,-0.549,-109.375,-88.684
-1.039,-0.659,1.839,-6.348,-107.727,-88.623
-1.005,-0.606,1.853,-13.916,-106.628,-87.83
-0.962,-0.561,1.869,-18.005,-105.896,-86.609
-0.932,-0.6,1.875,-18.982,-106.201,-85.815
-0.916,-0.698,1.879,-20.081,-106.689,-85.51
-0.89,-0.747,1.91,-24.048,-106.689,-83.862
-0.846,-0.741,1.967,-29.541,-105.225,-79.651
-0.786,-0.791,1.98,-33.875,-102.356,-72.876
-0.672,-0.83,1.942,-38.94,-98.45,-64.331
-0.537,-0.804,1.882,-45.776,-94.727,-55.786
-0.404,-0.746,1.822,-51.147,-92.896,-47.913
-0.277,-0.678,1.771,-52.856,-91.797,-41.809
-0.21,-0.669,1.747,-50.171,-91.187,-37.415
-0.154,-0.687,1.738,-45.471,-88.989,-33.63
-0.06,-0.677,1.706,-41.443,-83.252,-30.762
0.047,-0.61,1.639,-37.964,-75.073,-28.198
0.164,-0.524,1.562,-31.982,-66.101,-26.184
0.273,-0.481,1.5,-22.522,-57.739,-24.597
0.344,-0.503,1.453,-12.878,-50.11,-23.254
0.383,-0.535,1.406,-6.348,-43.091,-20.752
0.447,-0.545,1.342,-3.845,-35.706,-17.456
0.517,-0.499,1.228,-3.723,-28.687,-14.038
0.647,-0.415,1.067,-2.563,-24.292,-10.498
0.592,-0.295,1.098,2.38,-24.78,-8.972
-0.084,0.096,2.024,16.052,-22.888,-5.188
-0.301,-1.465,3.851,57.251,18.005,22.827
2.649,-2.719,0.847,92.407,121.033,82.458
0.291,-1.492,2.084,2.014,116.638,107.605
-0.853,-0.186,1.183,-25.452,113.647,98.145
-1.232,-0.203,1.162,-10.498,123.352,70.557
-0.217,-0.688,1.1,6.653,118.652,50.598
0.122,-0.341,1.207,5.188,106.628,40.161
-0.176,-0.523,1.112,5.005,95.825,23.254
-0.335,-0.627,0.987,0.122,86.06,9.644
-0.266,-0.292,1.025,-11.169,74.707,2.747
-0.309,-0.173,1.003,-15.503,65.247,-1.343
-0.448,-0.224,0.939,-16.541,58.105,-2.319
-0.425,-0.2,0.921,-17.09,52.917,-2.075
-0.368,-0.1,0.926,-16.541,48.889,-0.549
-0.419,-0.081,0.932,-14.099,46.143,2.686
-0.425,-0.093,0.929,-9.888,42.786,5.981
-0.386,-0.102,0.928,-5.676,39.124,8.728
-0.356,-0.158,0.918,-2.502,36.682,9.949
-0.368,-0.2,0.913,-1.16,33.569,9.46
-0.371,-0.214,0.911,-1.526,30.701,8.301
-0.374,-0.198,0.9,-2.075,28.32,7.263
-0.374,-0.169,0.905,-2.563,26.123,6.287
-0.371,-0.16,0.915,-2.014,23.987,5.859
-0.363,-0.161,0.922,-0.61,21.912,6.226
-0.356,-0.146,0.921,0.732,19.897,6.592
-0.351,-0.126,0.925,2.441,17.883,6.897
-0.35,-0.131,0.934,4.883,15.503,7.324
-0.355,-0.139,0.933,7.08,13.306,7.812
-0.351,-0.79,1.989,32.288,-321.106,-55.908
-0.456,-0.898,2.055,25.146,-341.309,-74.768
-0.569,-0.891,2.033,9.277,-353.882,-92.59
-0.454,-1.078,1.937,-3.723,-361.328,-108.521
-0.346,-1.048,1.786,-18.555,-364.929,-127.625
-0.505,-1.191,1.75,-30.762,-366.333,-145.935
-0.726,-0.597,1.813,-31.067,-346.802,-151.978
-4,-0.615,4,-14.16,-294.739,-143.005
-3.35,-2.567,4,12.878,-126.404,-101.135
-0.369,-3.308,2.87,-25.452,67.2,-57.19
0.903,-2.229,1.769,-116.394,130.249,-31.921
0.523,-0.528,1.829,-167.48,113.77,-10.803
-0.267,0.169,2.344,-110.962,102.295,20.264
-0.47,-0.824,2.391,6.042,128.601,63.904
-0.506,-1.788,2.201,77.393,171.631,99.487
-0.684,-1.831,2.063,70.496,211.731,121.521
-0.885,-1.138,1.987,33.813,248.657,137.085
-1.034,-0.529,1.86,20.02,284.79,151.611
-1.126,-0.275,1.671,34.546,316.345,166.077
-1.272,-0.233,1.498,56.885,339.05,174.988
-1.48,-0.249,1.353,73.669,353.821,177.246
-1.807,-0.312,1.248,82.703,363.281,177.002
-2.115,-0.341,1.114,83.923,371.46,180.054
-2.382,-0.282,0.969,78.613,377.625,189.392
-2.527,-0.198,0.816,72.815,380.005,201.233
-2.801,-0.221,0.682,67.688,377.319,210.571
-3.147,-0.204,0.499,57.007,374.512,214.722
-3.272,0.017,0.283,39.368,372.253,213.623
-3.188,0.283,0.068,23.682,365.601,210.083
-2.985,0.522,-0.085,13.672,350.098,205.444
-2.846,0.703,-0.148,9.094,327.209,197.083
-2.949,0.708,-0.197,9.949,302.124,182.617
-3.297,0.545,-0.297,11.902,280.762,166.443
-3.654,0.348,-0.518,5.798,265.991,155.151
-3.724,0.254,-0.809,-12.573,254.395,146.362
-3.607,0.442,-1.064,-40.405,237.915,130.188
-3.462,0.882,-1.238,-62.195,212.769,101.501
-3.278,1.2,-1.368,-58.716,181.335,64.27
-3.082,1.128,-1.452,-33.081,143.066,27.344
-2.889,0.777,-1.459,-6.653,98.816,-3.235
-2.713,0.491,-1.369,4.883,49.194,-25.635
-2.535,0.406,-1.203,2.563,-0.854,-38.818
-2.376,0.454,-0.973,-3.235,-47.668,-43.03
-2.21,0.49,-0.743,-3.357,-88.44,-41.382
-2.036,0.45,-0.526,1.587,-121.155,-38.696
-1.863,0.382,-0.323,5.859,-146.118,-39.612
-1.734,0.362,-0.112,6.836,-165.161,-45.227
-1.622,0.364,0.083,6.897,-177.795,-54.443
-1.517,0.353,0.251,8.362,-184.509,-65.125
-1.403,0.314,0.399,10.864,-187.195,-77.393
-1.301,0.254,0.528,13.855,-187.134,-90.088
-1.208,0.167,0.637,16.541,-185.303,-101.807
-1.133,0.069,0.737,17.273,-182.617,-111.755
-1.063,-0.062,0.819,15.564,-180.847,-118.896
-1.02,-0.169,0.906,9.888,-180.481,-122.253
-1.032,-0.238,1.016,2.869,-181.335,-122.375
-1.066,-0.299,1.117,-3.662,-181.396,-119.446
-1.05,-0.339,1.205,-8.789,-179.626,-114.441
-1.035,-0.36,1.287,-13.123,-178.406,-108.276
-1.026,-0.329,1.376,-16.235,-177.063,-101.929
-0.975,-0.353,1.448,-16.724,-175.293,-96.68
-0.973,-0.391,1.529,-15.93,-174.744,-94.177
-1.014,-0.431,1.641,-16.113,-174.316,-93.262
-1.04,-0.46,1.723,-16.785,-169.373,-92.773
-0.988,-0.483,1.772,-18.555,-161.011,-91.064
-0.891,-0.486,1.82,-21.301,-152.405,-89.05
-0.823,-0.52,1.832,-23.865,-146.057,-87.585
-0.768,-0.552,1.83,-26.978,-140.686,-86.731
-0.732,-0.552,1.831,-31.433,-134.705,-85.815
-0.703,-0.554,1.827,-34.607,-126.831,-83.923
-0.669,-0.609,1.832,-36.56,-116.455,-80.566
-0.556,-0.603,1.867,-39.124,-103.882,-76.599
-0.445,-0.628,1.86,-41.809,-92.224,-72.876
-0.358,-0.668,1.808,-45.288,-82.275,-69.458
-0.3,-0.649,1.765,-49.561,-73.425,-67.017
-0.255,-0.573,1.752,-50.049,-64.758,-64.026
-0.198,-0.605,1.72,-44.128,-55.603,-60.669
-0.132,-0.697,1.691,-35.645,-46.448,-57.556
-0.097,-0.741,1.68,-29.114,-36.682,-54.138
-0.041,-0.722,1.623,-23.926,-26.123,-49.988
0.071,-0.669,1.517,-17.578,-15.015,-44.678
0.18,-0.598,1.413,-8.972,-6.836,-39.001
0.228,-0.557,1.36,2.38,-1.648,-33.386
0.217,-0.602,1.352,14.465,2.136,-27.405
0.187,-0.685,1.349,23.56,6.897,-20.874
0.19,-0.706,1.312,26.367,12.695,-13.733
0.209,-0.649,1.249,26.001,17.822,-6.775
0.235,-0.534,1.183,27.222,20.203,-1.343
0.059,-0.298,1.372,34.79,19.348,4.456
-0.726,0.339,2.825,56.763,25.696,16.113
0.627,-1.765,2.158,122.986,85.022,47.363
1.121,-1.586,1.537,108.887,139.709,68.298
-0.294,-0.934,1.556,32.532,134.033,65.552
-0.954,-0.617,1.107,12.024,143.494,54.321
-0.749,-0.384,1.162,5.127,132.874,41.26
-0.213,-0.245,1.191,9.521,124.939,33.386
-0.078,-0.195,1.133,13.062,113.77,23.804
-0.229,-0.34,1.093,15.076,103.699,15.015
-0.36,-0.421,1.033,10.864,93.384,11.414
-0.289,-0.342,1.001,4.15,82.825,9.827
-0.267,-0.21,0.995,-0.916,73.486,8.911
-0.377,-0.23,0.957,-3.418,65.857,8.545
-0.403,-0.28,0.922,-4.883,60.059,8.179
-0.372,-0.219,0.921,-7.019,55.298,7.446
-0.37,-0.228,0.907,-8.423,51.514,6.042
-0.368,-0.274,0.894,-10.01,48.523,4.211
-0.341,-0.234,0.899,-12.756,46.265,1.953
-0.37,-0.177,0.907,-15.198,44.006,-0.916
-0.403,-0.121,0.911,-16.052,41.931,-2.869
-0.39,-0.104,0.924,-15.93,39.246,-2.625
-0.359,-0.082,0.938,-14.709,37.109,-2.686
-0.33,-0.047,0.952,-11.963,34.119,-1.892
-0.306,-0.037,0.961,-8.179,30.029,-0.244
-0.291,-0.048,0.967,-3.54,25.513,1.587
-0.31,-0.064,0.966,1.099,20.447,3.113
-0.318,-0.089,0.954,4.944,15.808,4.578
-0.327,-0.125,0.933,7.507,12.085,5.371
-0.342,-0.14,0.919,9.094,9.216,5.615
-0.355,-0.145,0.917,10.071,7.385,5.798
0.286,-0.523,2.266,17.273,-351.379,-37.72
-0.033,-0.426,2.523,20.63,-415.894,-50.354
-0.325,-1.256,2.898,32.41,-455.322,-76.538
-0.625,-1.568,2.826,18.372,-465.82,-103.394
-0.34,-1.363,2.581,-15.015,-467.346,-126.892
0.497,-1.241,2.073,-34.119,-466.309,-150.146
0.49,-1.004,1.904,-41.077,-476.379,-162.903
-2.952,-0.297,3.626,-21.423,-475.891,-137.573
-4,-1.635,4,60.913,-373.84,-53.955
-3.261,-3.854,4,114.258,-117.188,37.659
-0.884,-3.784,3.501,36.682,92.896,106.445
0.343,-2.161,2.422,-96.741,198.181,129.761
0.527,-0.207,2.226,-169.434,224.182,117.859
0.01,0.888,2.386,-131.653,228.76,100.281
-0.56,0.415,2.45,-22.156,245.85,94.849
-1.086,-0.756,2.376,74.768,279.968,96.741
-1.584,-1.599,2.255,104.919,322.693,103.271
-1.994,-1.759,2.072,77.637,366.821,118.958
-2.298,-1.424,1.799,31.982,406.311,142.456
-2.472,-1.029,1.48,0.305,437.622,166.138
-2.488,-0.717,1.189,-12.085,456.482,186.89
-2.556,-0.527,1.014,-11.597,460.754,203.125
-2.736,-0.415,0.882,-4.15,456.909,211.731
-3.086,-0.417,0.794,4.944,450.317,215.027
-3.556,-0.396,0.677,11.047,446.045,215.698
-3.999,-0.405,0.432,12.268,445.374,214.661
-4,-0.466,0.059,7.874,448.12,213.318
-4,-0.613,-0.355,-7.202,448.486,212.28
-4,-0.642,-0.779,-39.429,439.453,210.388
-4,-0.41,-1.15,-82.397,419.006,203.552
-4,0.24,-1.448,-118.347,389.648,192.322
-4,1.144,-1.645,-130.798,353.455,181.702
-3.737,1.916,-1.839,-100.22,312.927,163.208
-3.373,1.897,-1.981,-32.227,264.893,128.723
-3.092,1.232,-2.081,31.921,208.923,81.604
-2.998,0.555,-2.036,57.068,146.301,28.87
-2.942,0.297,-1.843,41.687,85.327,-14.893
-2.865,0.404,-1.591,12.573,30.518,-42.053
-2.677,0.583,-1.379,-4.089,-13.977,-51.697
-2.37,0.634,-1.225,-2.502,-51.208,-50.049
-2.027,0.555,-1.106,8.911,-84.778,-45.166
-1.732,0.467,-0.953,19.287,-116.516,-43.152
-1.544,0.406,-0.733,24.292,-145.142,-45.593
-1.422,0.4,-0.476,26.001,-167.786,-50.903
-1.33,0.407,-0.223,28.381,-182.19,-56.519
-1.203,0.349,-0.015,32.41,-188.293,-60.913
-1.047,0.245,0.135,35.217,-188.477,-65.247
-0.891,0.158,0.252,34.485,-185.425,-70.557
-0.801,0.153,0.388,30.457,-181.274,-76.904
-0.764,0.189,0.523,28.32,-176.392,-83.313
-0.739,0.14,0.64,30.701,-169.983,-88.135
-0.717,0.029,0.72,34.302,-163.025,-91.675
-0.686,-0.084,0.779,34.851,-157.471,-94.727
-0.677,-0.188,0.862,31.25,-154.419,-96.741
-0.692,-0.224,0.955,24.841,-150.879,-98.45
-0.777,-0.188,1.099,19.897,-149.048,-98.511
-0.842,-0.194,1.21,19.287,-146.118,-95.886
-0.88,-0.26,1.275,21.423,-141.724,-91.797
-0.898,-0.318,1.301,21.423,-135.925,-88.196
-0.901,-0.331,1.358,18.066,-131.104,-86.121
-0.94,-0.32,1.459,14.038,-126.587,-84.717
-0.997,-0.347,1.544,11.536,-121.582,-83.313
-0.992,-0.374,1.578,8.24,-115.051,-81.848
-0.956,-0.374,1.626,3.296,-109.009,-81.116
-0.961,-0.388,1.662,-1.953,-105.408,-80.688
-1,-0.413,1.72,-7.385,-103.271,-79.895
-1.059,-0.402,1.783,-13,-100.403,-79.163
-1.076,-0.427,1.787,-17.395,-94.91,-78.125
-0.997,-0.449,1.748,-22.095,-88.501,-77.759
-0.946,-0.464,1.747,-27.527,-83.435,-77.454
-0.915,-0.538,1.745,-31.921,-80.75,-76.721
-0.856,-0.615,1.753,-36.987,-79.163,-73.853
-0.802,-0.678,1.742,-43.884,-78.125,-68.909
-0.778,-0.719,1.728,-51.025,-76.538,-62.439
-0.75,-0.705,1.711,-57.007,-72.632,-56.274
-0.641,-0.662,1.664,-60.303,-65.674,-50.964
-0.477,-0.603,1.607,-59.631,-57.983,-47.485
-0.325,-0.56,1.524,-54.199,-52.002,-45.959
-0.194,-0.55,1.442,-45.471,-47.485,-45.715
-0.09,-0.578,1.357,-36.133,-44.556,-45.41
0.015,-0.612,1.279,-28.748,-41.992,-44.373
0.145,-0.55,1.232,-23.499,-39.49,-42.297
0.219,-0.421,1.258,-15.93,-36.316,-39.734
0.273,-0.464,1.279,-2.502,-31.189,-36.682
0.356,-0.683,1.241,8.606,-24.353,-32.715
0.416,-0.803,1.18,7.935,-19.104,-27.222
0.332,-0.685,1.247,0.549,-16.907,-20.02
-0.172,0.03,2.133,2.38,-12.024,-8.118
-0.914,-1.331,4,50.659,32.288,26.55
3.523,-3.195,0.664,112.305,180.664,96.741
0.539,-1.627,2.748,-16.174,187.744,125.977
-0.142,-0.186,1.049,-32.654,189.758,111.633
-1.122,-0.602,1.516,-16.479,200.134,63.354
0.159,-0.947,1.253,-11.169,186.584,34.18
0.746,-0.084,1.296,-22.888,157.593,20.813
0.272,-0.161,1.343,-28.564,125.732,1.221
-0.162,-0.12,1.387,-33.875,90.576,-4.395
0.277,0.21,1.22,-22.705,57.8,0.977
0.144,-0.027,1.08,-5.31,30.457,4.211
-0.279,-0.123,1.007,5.981,9.155,6.409
-0.342,0.004,0.937,13.367,-0.61,8.484
-0.312,-0.161,0.873,20.752,-2.686,11.292
-0.355,-0.317,0.848,23.132,-3.723,13
-0.384,-0.332,0.842,17.883,-3.113,10.254
-0.389,-0.309,0.846,9.766,-1.404,5.981
-0.396,-0.285,0.861,2.502,0.305,2.686
-0.399,-0.227,0.881,-3.54,1.77,-0.122
-0.386,-0.149,0.903,-7.08,2.747,-1.709
-0.38,-0.079,0.916,-6.958,3.479,-1.831
-0.394,-0.031,0.926,-4.578,3.906,-0.671
-0.376,-0.054,0.927,0,4.028,1.343
-0.363,-0.09,0.925,4.944,3.723,3.601
-0.358,-0.14,0.92,8.24,3.174,5.005
-0.353,-0.198,0.904,9.766,2.563,5.371
-0.362,-0.227,0.892,9.033,2.075,5.066
-0.366,-0.238,0.885,6.958,2.441,4.089
-0.363,-0.227,0.89,4.211,2.808,3.174
-0.354,-0.214,0.898,1.404,3.296,2.136
-0.344,-0.194,0.907,-0.793,3.235,0.977
-0.447,-0.619,2.59,13.611,-377.319,-53.406
-0.351,-1.432,2.836,13.062,-403.381,-73.853
0.189,-2.029,2.688,-14.709,-413.574,-96.619
0.597,-1.775,2.55,-65.613,-432.739,-127.869
0.29,-1.52,2.878,-99.731,-461.731,-155.64
-1.952,-1.335,3.98,-103.21,-465.454,-131.775
-4,-1.178,4,-61.707,-358.154,-33.386
-3.106,-3.295,4,23.254,-115.723,74.951
0.405,-3.655,3.857,5.432,102.6,159.363
1.912,-2.555,2.623,-95.154,190.125,180.237
1.642,-0.557,2.534,-167.419,184.57,161.682
0.339,0.639,3.162,-142.822,172.18,132.446
-0.756,0.375,3.508,-32.532,206.543,116.394
-1.33,-0.915,3.376,82.275,278.076,115.295
