aX,aY,aZ,gX,gY,gZ
-0.164,-0.217,1.014,-13.184,-40.222,-13.55
-0.076,-0.342,1.068,-14.893,-51.025,-15.198
-0.028,-0.4,1.178,-21.179,-66.895,-19.47
0.048,-0.27,1.333,-29.907,-89.905,-25.757
0.087,-0.075,1.53,-32.104,-119.934,-32.166
0.154,-0.035,1.776,-24.902,-157.043,-36.377
0.33,-0.196,2.03,-12.756,-205.2,-37.17
0.371,-0.457,2.102,-2.93,-265.93,-36.743
0.278,-0.275,2.12,6.592,-332.825,-41.87
0.105,-0.801,2.251,28.564,-397.644,-59.692
-0.239,-1.128,2.812,36.56,-439.331,-89.355
-0.555,-1.999,2.85,31.189,-451.66,-126.709
-0.145,-1.536,2.515,-0.061,-447.449,-164.795
-0.449,-1.666,2.94,-16.052,-448.12,-194.946
0.282,-2.293,2.76,-11.902,-415.894,-193.176
-3.966,-1.43,4,-33.325,-330.2,-145.996
-2.931,-2.818,4,-8.118,-119.568,-43.274
1.368,-3.386,3.027,0.854,114.502,59.57
2.189,-2.275,1.815,-54.565,171.997,111.694
0.953,-0.253,2.328,-90.637,129.15,123.291
-0.39,0.437,3.11,-26.489,118.408,128.113
-0.759,-0.745,3.156,87.524,173.828,136.902
-0.792,-1.908,2.782,140.381,245.544,140.991
-0.979,-1.874,2.48,107.178,302.063,141.235
-1.279,-1.024,2.295,51.819,339.111,144.226
-1.53,-0.363,2.152,34.851,365.295,155.64
-1.744,-0.262,2.011,55.786,383.423,173.218
-2.106,-0.423,1.947,80.383,393.494,190.43
-2.561,-0.559,1.869,86.426,400.513,202.881
-3.174,-0.245,1.604,52.979,415.588,212.463
-3.274,-0.072,1.397,39.368,420.288,206.604
-3.328,-0.128,1.163,34.424,420.959,198.242
-3.37,-0.28,0.893,29.419,414.734,195.984
-3.353,-0.389,0.681,15.564,398.987,203.064
-3.363,-0.29,0.533,-6.531,375.671,216.98
-3.406,-0.042,0.42,-27.893,350.525,230.591
-3.439,0.151,0.271,-41.992,326.477,238.098
-3.446,0.26,0.087,-51.27,305.176,233.887
-3.387,0.416,-0.137,-59.875,285.645,216.553
-3.259,0.635,-0.379,-65.735,265.93,188.171
-3.117,0.785,-0.597,-60.547,243.958,152.039
-3,0.744,-0.788,-43.64,217.651,114.136
-2.884,0.531,-0.939,-25.635,187.134,79.407
-2.766,0.39,-1.044,-17.212,154.236,49.927
-2.619,0.368,-1.108,-16.968,120.728,26.245
-2.452,0.381,-1.13,-17.151,87.036,8.301
-2.277,0.423,-1.105,-13.733,53.772,-3.723
-2.122,0.441,-1.036,-5.249,21.545,-12.512
-1.952,0.396,-0.948,5.798,-7.751,-19.043
-1.77,0.305,-0.855,14.282,-34.668,-22.827
-1.581,0.247,-0.743,16.541,-59.937,-25.635
-1.424,0.253,-0.609,13.428,-83.191,-28.015
-1.29,0.315,-0.468,9.583,-103.333,-30.518
-1.175,0.353,-0.332,9.033,-120.056,-32.959
-1.071,0.341,-0.206,11.353,-133.179,-35.767
-1.019,0.338,-0.054,14.282,-143.25,-40.344
-0.991,0.33,0.111,18.066,-148.865,-46.387
-0.942,0.262,0.235,22.949,-148.987,-52.856
-0.904,0.171,0.389,26.855,-146.973,-60.608
-0.855,0.104,0.475,28.076,-142.456,-67.993
-0.797,0.001,0.541,27.039,-137.329,-75.134
-0.735,-0.07,0.603,22.461,-134.644,-81.055
-0.694,-0.087,0.669,15.747,-134.644,-84.229
-0.688,-0.109,0.748,10.681,-136.169,-85.327
-0.725,-0.166,0.852,7.935,-138.489,-84.229
-0.804,-0.258,0.976,6.958,-139.832,-80.261
-0.829,-0.381,1.059,4.333,-138.184,-74.036
-0.812,-0.437,1.11,-2.441,-135.559,-67.139
-0.773,-0.39,1.135,-10.803,-133.667,-61.035
-0.75,-0.296,1.193,-15.93,-133.728,-56.885
-0.747,-0.28,1.257,-14.648,-135.62,-55.42
-0.793,-0.34,1.347,-9.949,-138.794,-55.847
-0.88,-0.432,1.451,-5.615,-141.113,-57.19
-0.91,-0.525,1.509,-5.371,-140.442,-57.312
-0.882,-0.547,1.535,-9.766,-137.329,-57.251
-0.819,-0.491,1.527,-15.503,-133.85,-57.861
-0.761,-0.416,1.514,-17.822,-131.409,-59.082
-0.735,-0.414,1.52,-15.503,-130.493,-60.059
-0.738,-0.499,1.558,-11.23,-130.31,-60.791
-0.779,-0.589,1.634,-10.193,-128.906,-60.73
-0.819,-0.658,1.69,-13.306,-125.122,-59.326
-0.79,-0.68,1.688,-18.982,-119.019,-57.434
-0.716,-0.637,1.664,-25.208,-113.037,-55.298
-0.646,-0.571,1.634,-28.687,-109.497,-54.138
-0.615,-0.52,1.633,-27.039,-108.459,-54.016
-0.646,-0.512,1.676,-21.118,-108.093,-54.321
-0.633,-0.577,1.692,-14.099,-105.225,-54.626
-0.615,-0.653,1.692,-10.132,-100.281,-55.237
-0.587,-0.69,1.682,-10.681,-94.421,-54.626
-0.521,-0.653,1.662,-14.221,-87.952,-52.795
-0.436,-0.583,1.604,-16.724,-81.848,-50.537
-0.357,-0.543,1.541,-16.418,-77.393,-48.157
-0.321,-0.522,1.502,-14.038,-74.219,-46.57
-0.301,-0.526,1.5,-11.047,-71.106,-45.837
-0.337,-0.512,1.581,-7.568,-66.589,-45.227
-0.359,-0.492,1.663,-3.662,-58.472,-44.373
-0.298,-0.564,1.659,0.488,-46.143,-43.884
-0.22,-0.626,1.595,0.549,-33.447,-44.128
-0.135,-0.609,1.494,-4.395,-23.132,-44.556
-0.028,-0.552,1.352,-9.888,-15.442,-44.434
0.114,-0.498,1.22,-12.878,-10.986,-43.64
0.183,-0.431,1.149,-11.169,-9.827,-43.823
0.17,-0.415,1.133,-4.089,-9.155,-44.067
0.151,-0.492,1.131,5.554,-6.531,-41.748
0.089,-0.561,1.181,12.817,-1.526,-36.987
0.037,-0.609,1.216,15.991,5.798,-29.602
0.041,-0.609,1.19,15.503,15.015,-20.63
0.074,-0.58,1.122,13.733,23.01,-11.902
0.081,-0.557,1.066,12.39,26.794,-4.089
0.047,-0.543,1.053,11.963,27.466,3.418
0.004,-0.521,1.059,12.329,27.71,11.597
0.009,-0.522,1.066,13.55,28.625,19.531
0.051,-0.509,1.156,13.855,29.785,26.062
0.092,-0.478,1.527,12.817,34.424,29.48
0.322,-0.525,2.014,7.935,53.345,30.029
0.98,-0.285,1.638,-4.822,90.149,28.809
0.576,-0.138,1.401,-12.573,115.662,24.109
-0.203,-0.513,1.028,-0.122,121.582,13.489
-0.819,-0.591,1.231,-7.568,112.427,0.854
-0.404,-0.05,1.067,-18.127,108.459,-1.648
-0.158,0.332,1.124,-14.404,97.046,-2.075
-0.117,0.012,1.021,-5.249,89.722,-5.127
-0.226,-0.367,0.998,-1.404,81.482,-3.235
-0.265,-0.328,1.008,-2.197,71.777,6.47
-0.255,-0.212,1.049,-3.967,62.561,12.146
-0.177,-0.231,1.027,-5.554,53.711,10.254
-0.12,-0.227,1.004,-5.493,43.945,8.301
-0.132,-0.185,0.988,-3.662,33.752,7.629
-0.195,-0.153,0.959,-1.038,24.414,7.141
-0.281,-0.122,0.946,2.258,17.212,7.08
-0.345,-0.1,0.922,5.127,13.245,7.263
-0.393,-0.07,0.906,8.118,12.451,8.118
-0.414,-0.1,0.896,11.475,13.489,9.827
-0.392,-0.135,0.894,13.916,15.381,11.353
-0.36,-0.157,0.899,14.526,16.785,11.963
-0.322,-0.166,0.906,14.038,17.7,11.597
-0.292,-0.167,0.906,13.672,17.639,10.742
-0.275,-0.18,0.917,13.855,16.663,10.559
-0.275,-0.201,0.928,14.282,14.832,10.315
-0.303,-0.189,0.937,14.526,12.756,9.766
-0.3,-0.192,0.942,15.32,11.108,9.583
-0.276,-0.238,0.927,15.869,9.338,9.338
-0.279,-0.241,0.927,15.564,7.446,8.972
-0.288,-0.247,0.918,14.404,5.615,7.874
-0.292,-0.244,0.922,12.878,4.333,6.836
-0.279,-0.253,0.922,11.292,2.991,5.737
-0.292,-0.247,0.926,9.399,1.465,4.395
-0.3,-0.233,0.924,7.874,0,2.991
0.302,-0.048,2.292,-20.203,-278.931,-46.936
0.269,-0.066,2.297,3.967,-351.257,-53.711
0.316,-0.522,2.47,32.898,-420.288,-61.768
-0.325,-1.437,2.983,49.622,-465.82,-87.646
-0.396,-1.879,2.979,33.142,-478.333,-120.239
-0.083,-1.721,2.683,-6.592,-476.135,-154.48
-0.567,-2.234,2.921,-25.33,-478.577,-179.016
-0.912,-2.225,3.039,-65.002,-424.622,-165.71
-4,-1.228,4,-109.802,-307.007,-92.651
-1.185,-2.11,4,-54.749,-54.077,12.573
1.855,-2.287,2.288,-31.25,122.986,90.82
2.059,-1.214,1.447,-50.415,138.672,115.723
0.623,-0.022,2.171,-43.518,96.924,111.023
-0.429,-0.155,2.777,22.888,106.873,109.619
-0.643,-1.194,2.747,91.064,170.471,116.699
-0.627,-1.683,2.339,95.276,240.784,122.375
-0.766,-1.167,2.015,52.429,290.344,125.671
-1.05,-0.46,1.843,23.071,320.068,134.888
-1.392,-0.199,1.747,31.189,341.064,152.588
-1.715,-0.287,1.639,54.077,359.07,171.875
-2.042,-0.425,1.534,65.43,373.718,184.57
-2.4,-0.378,1.409,59.265,384.46,188.416
-2.69,-0.214,1.244,43.823,391.907,189.27
-2.856,-0.079,1.045,29.602,394.043,189.331
-2.964,-0.029,0.834,19.592,390.686,187.256
-3.159,-0.11,0.61,11.902,384.399,184.265
-3.38,-0.264,0.359,1.831,375.488,185.486
-3.515,-0.268,0.057,-15.808,361.267,195.19
-3.479,-0.163,-0.202,-39.734,339.844,206.36
-3.369,0.133,-0.38,-64.636,313.477,208.923
-3.218,0.624,-0.482,-80.017,285.034,199.097
-3.055,1.028,-0.545,-75.928,257.568,177.307
-2.884,1.051,-0.604,-50.232,234.497,143.616
-2.697,0.747,-0.662,-20.264,213.562,104.736
-2.516,0.419,-0.701,-3.967,192.505,66.895
-2.327,0.272,-0.72,-2.747,170.349,35.278
-2.134,0.253,-0.738,-6.47,146.484,13.733
-1.913,0.249,-0.756,-8.057,120.85,1.953
-1.713,0.246,-0.77,-6.897,94.116,-2.869
-1.555,0.214,-0.751,-4.028,66.406,-4.639
-1.455,0.173,-0.688,-1.465,39.001,-6.165
-1.407,0.159,-0.586,0.793,14.16,-8.24
-1.378,0.158,-0.462,3.296,-5.371,-11.047
-1.342,0.14,-0.346,6.653,-18.982,-14.099
-1.314,0.133,-0.247,10.498,-27.588,-17.822
-1.23,0.105,-0.192,14.16,-33.081,-21.606
-1.133,0.068,-0.17,16.418,-37.598,-25.94
-1.04,0.062,-0.155,16.357,-43.518,-30.884
-0.972,0.071,-0.117,15.259,-52.734,-36.133
-0.931,0.107,-0.045,14.771,-63.477,-41.443
-0.924,0.145,0.052,16.663,-73.486,-47.241
-0.923,0.129,0.151,21.545,-82.153,-52.917
-0.94,0.097,0.254,26.978,-89.05,-59.021
-0.976,0.048,0.349,31.006,-93.872,-65.063
-0.989,-0.021,0.429,32.715,-97.046,-70.313
-1.004,-0.067,0.507,31.067,-99.426,-74.829
-1.02,-0.113,0.596,27.222,-101.196,-77.087
-1.058,-0.147,0.692,22.217,-103.516,-77.332
-1.093,-0.161,0.762,16.418,-105.53,-75.867
-1.098,-0.159,0.789,10.559,-107.422,-74.097
-1.055,-0.134,0.794,5.066,-110.474,-73.303
-1.019,-0.105,0.807,0.671,-116.272,-73.364
-1.021,-0.112,0.854,-1.221,-124.939,-74.036
-1.089,-0.154,0.966,-1.526,-133.911,-74.036
-1.171,-0.204,1.099,-1.404,-140.625,-72.876
-1.201,-0.264,1.227,-2.563,-143.921,-70.618
-1.182,-0.318,1.28,-6.409,-144.653,-68.787
-1.128,-0.317,1.305,-13,-145.874,-68.97
-1.094,-0.282,1.335,-18.799,-148.682,-70.557
-1.117,-0.272,1.414,-21.118,-152.283,-72.449
-1.18,-0.335,1.537,-20.081,-154.114,-74.158
-1.21,-0.396,1.636,-18.25,-151.367,-75.5
-1.164,-0.466,1.677,-18.982,-144.836,-76.782
-1.051,-0.496,1.65,-23.193,-137.573,-78.979
-0.944,-0.458,1.618,-29.419,-133.301,-82.642
-0.904,-0.423,1.638,-33.447,-132.629,-86.121
-0.924,-0.462,1.695,-32.776,-133.179,-86.487
-0.904,-0.558,1.767,-31.006,-131.531,-82.947
-0.875,-0.649,1.835,-31.616,-127.563,-76.599
-0.781,-0.686,1.822,-35.95,-120.972,-69.214
-0.617,-0.62,1.737,-43.091,-113.77,-63.049
-0.446,-0.511,1.64,-47.302,-109.375,-59.204
-0.318,-0.483,1.6,-45.349,-108.459,-57.922
-0.244,-0.532,1.641,-39.368,-107.239,-58.228
-0.213,-0.541,1.732,-33.691,-101.501,-59.265
-0.15,-0.574,1.771,-27.893,-89.478,-58.594
-0.025,-0.65,1.72,-23.132,-72.693,-56.03
0.139,-0.671,1.606,-22.339,-56.091,-52.49
0.293,-0.626,1.492,-23.56,-43.335,-49.011
0.368,-0.565,1.442,-22.156,-34.363,-44.861
0.388,-0.552,1.415,-15.808,-26.611,-39.551
0.453,-0.579,1.317,-6.348,-18.188,-32.166
0.586,-0.583,1.111,1.77,-12.695,-23.071
0.675,-0.528,0.986,7.141,-15.503,-14.771
0.407,-0.3,1.19,15.991,-24.719,-9.583
-0.448,0.391,2.276,37.292,-26.184,-2.014
-0.128,-1.072,3.854,93.384,18.372,21.545
2.719,-2.781,1.153,137.756,120.667,67.505
1.39,-2.709,3.521,27.893,120.361,96.802
1.443,0.224,0.943,-27.588,155.396,126.404
-1.229,-0.695,1.777,12.878,155.457,92.957
-0.245,-1.876,0.969,17.395,153.992,53.589
0.14,-0.002,1.267,-10.498,118.958,46.875
0.124,-0.217,1.18,-13.306,100.22,25.574
-0.295,-0.55,1.046,-7.08,87.646,10.803
-0.287,-0.196,1.028,-17.883,72.815,7.324
-0.3,-0.117,0.973,-19.409,63.66,2.808
-0.378,-0.036,0.933,-17.273,57.983,1.221
-0.403,0.221,0.944,-11.169,53.894,4.7
-0.416,0.109,0.957,1.465,50.476,12.451
-0.301,-0.218,0.968,13,46.631,20.264
-0.232,-0.328,0.98,15.015,39.795,20.874
-0.258,-0.291,0.979,11.902,31.616,16.052
-0.293,-0.272,0.962,8.423,24.475,11.841
-0.311,-0.265,0.944,6.592,18.982,9.033
-0.304,-0.202,0.933,5.066,14.648,7.019
-0.336,-0.15,0.947,5.249,11.292,6.165
-0.35,-0.146,0.946,7.629,8.118,6.47
-0.335,-0.189,0.942,10.742,5.31,7.507
-0.364,-0.714,2.245,19.714,-343.872,-66.101
-0.447,-1.533,2.3,11.902,-361.572,-85.51
-0.356,-1.673,2.272,-17.639,-369.873,-110.229
-0.127,-1.746,2.36,-51.636,-376.831,-143.372
-0.255,-1.906,2.549,-73.303,-384.46,-168.457
-0.507,-1.913,2.574,-100.952,-371.765,-158.997
-3.977,-1.027,4,-121.765,-315.369,-101.501
-2.674,-2.053,4,-55.664,-137.512,0.305
0.18,-2.714,3.519,-9.155,49.438,91.003
1.421,-2.169,2.369,-32.715,123.779,130.249
1.049,-0.748,2.415,-67.505,118.225,133.057
0.111,0.248,2.982,-41.748,113.403,121.582
-0.525,-0.119,3.233,42.175,148.315,114.807
-0.67,-1.089,3.086,114.807,209.656,113.098
-0.785,-1.666,2.844,124.634,268.677,116.455
-1.043,-1.419,2.653,86.975,315.613,125.61
-1.311,-0.887,2.508,49.927,350.647,142.517
-1.535,-0.48,2.407,39.917,376.282,164.673
-1.788,-0.361,2.316,49.988,396.118,188.232
-2.181,-0.459,2.233,62.317,411.804,209.412
-2.74,-0.635,2.04,62.622,426.819,225.952
-3.148,-0.711,1.738,45.715,440.369,239.868
-3.402,-0.577,1.41,16.479,446.594,249.939
-3.487,-0.347,1.071,-11.78,444.153,253.662
-3.627,-0.205,0.76,-31.494,435.425,252.441
-3.973,-0.2,0.481,-43.091,421.631,252.38
-4,-0.279,0.148,-54.382,403.198,257.08
-4,-0.269,-0.251,-72.205,383.179,262.329
-4,-0.17,-0.643,-96.497,361.267,263.794
-4,0.147,-0.983,-121.338,335.449,255.92
-4,0.725,-1.23,-135.986,305.054,236.023
-4,1.062,-1.397,-123.047,272.583,198.12
-3.846,0.938,-1.556,-84.717,239.807,143.494
-3.54,0.526,-1.682,-47.607,203.247,82.52
-3.284,0.212,-1.713,-30.151,161.682,24.841
-3.07,0.142,-1.658,-28.748,118.469,-20.081
-2.841,0.17,-1.565,-27.954,75.928,-48.157
-2.577,0.198,-1.469,-22.217,35.217,-59.57
-2.317,0.178,-1.339,-11.292,-3.296,-59.875
-2.11,0.136,-1.17,1.404,-39.307,-54.81
-1.953,0.084,-0.963,12.39,-71.96,-48.401
-1.796,0.069,-0.747,18.982,-98.389,-42.175
-1.598,0.099,-0.545,21.423,-118.652,-38.33
-1.411,0.156,-0.363,21.362,-134.155,-38.452
-1.237,0.212,-0.203,21.484,-146.729,-42.969
-1.098,0.242,-0.042,22.827,-156.555,-51.147
-1.031,0.244,0.143,25.94,-163.025,-62.805
-1.025,0.212,0.362,29.907,-165.1,-76.66
-1.042,0.174,0.563,34.058,-161.072,-90.515
-1.016,0.055,0.701,37.476,-152.1,-102.722
-0.967,-0.036,0.793,38.391,-142.883,-111.877
-0.886,-0.128,0.839,35.828,-134.644,-117.371
-0.827,-0.215,0.893,31.067,-129.517,-120.667
-0.839,-0.292,0.991,25.635,-128.784,-121.216
-0.913,-0.339,1.127,20.508,-129.395,-119.263
-0.978,-0.374,1.222,17.151,-127.686,-114.868
-0.966,-0.461,1.271,14.404,-124.329,-108.154
-0.906,-0.496,1.311,9.827,-121.338,-101.196
-0.906,-0.482,1.393,4.822,-122.131,-94.91
-0.954,-0.5,1.489,2.747,-125.732,-87.952
-0.987,-0.549,1.569,2.136,-129.517,-80.322
-1.023,-0.56,1.667,0.061,-132.446,-73.669
-1.061,-0.546,1.746,-1.709,-132.996,-68.237
-1.061,-0.588,1.805,-3.357,-130.798,-64.636
-1.009,-0.621,1.822,-6.348,-126.892,-63.354
-0.922,-0.611,1.819,-11.841,-123.657,-63.965
-0.857,-0.595,1.815,-17.151,-122.559,-65.491
-0.813,-0.609,1.816,-20.02,-122.864,-66.467
-0.766,-0.635,1.816,-21.729,-123.596,-66.833
-0.717,-0.647,1.81,-22.644,-123.474,-67.2
-0.641,-0.654,1.795,-22.461,-121.094,-68.176
-0.563,-0.664,1.775,-21.057,-117.249,-69.763
-0.49,-0.657,1.743,-18.616,-111.328,-71.594
-0.372,-0.658,1.699,-16.357,-103.699,-72.266
-0.237,-0.641,1.672,-14.282,-96.741,-71.106
-0.108,-0.664,1.644,-11.841,-91.919,-67.383
-0.047,-0.672,1.662,-10.376,-88.684,-62.073
-0.026,-0.61,1.701,-9.583,-84.229,-56.091
-0.033,-0.58,1.751,-6.348,-77.271,-50.659
-0.026,-0.614,1.778,-2.014,-65.979,-45.593
0.043,-0.638,1.724,-0.427,-51.636,-41.809
0.177,-0.556,1.612,-3.113,-37.476,-39.795
0.272,-0.432,1.499,-4.822,-27.405,-39.612
0.309,-0.372,1.419,-2.38,-20.874,-40.527
0.308,-0.376,1.39,2.747,-16.174,-40.955
0.298,-0.46,1.364,7.202,-11.353,-40.588
0.365,-0.498,1.26,7.996,-5.676,-38.696
0.463,-0.436,1.095,6.531,-2.014,-35.522
0.585,-0.394,0.916,6.653,-3.662,-31.86
0.549,-0.349,0.903,10.193,-11.78,-29.297
0.214,-0.25,1.169,20.02,-20.325,-26.794
-0.376,-0.022,2.306,37.231,-16.724,-15.747
0.075,-1.975,3.708,72.388,30.884,18.311
3.08,-2.137,0.528,71.167,126.77,77.576
0.198,-0.779,2.651,-13,111.816,111.206
-0.416,-0.117,1.081,6.287,128.784,99.487
-0.801,-1.072,1.108,18.311,130.798,58.533
-0.092,-0.713,1.133,9.827,121.582,42.847
0.138,-0.174,1.11,-4.211,104.187,33.264
-0.093,-0.76,0.947,-5.554,96.497,15.564
-0.361,-0.643,0.942,-18.555,87.097,6.348
-0.275,-0.338,0.992,-34.302,78.064,0.854
-0.243,-0.209,1.022,-44.128,69.58,-2.686
-0.197,-0.004,1.05,-46.753,59.937,-4.333
-0.183,0.352,1.093,-39.063,48.706,-3.296
-0.245,0.387,1.09,-18.372,37.476,2.686
-0.265,0.108,1.031,6.287,28.015,12.207
-0.25,-0.082,0.972,23.254,20.203,18.127
-0.282,-0.236,0.92,30.334,14.648,19.043
-0.276,-0.345,0.897,30.64,11.475,17.944
-0.323,-0.354,0.903,26.184,8.85,15.381
-0.349,-0.287,0.913,20.142,7.08,11.841
-0.312,-0.25,0.905,15.686,5.981,9.033
-0.305,-0.222,0.915,13.306,4.517,7.568
-0.33,-0.153,0.923,12.451,2.563,6.531
-0.313,-0.151,0.922,13.916,1.099,6.592
-0.294,-0.182,0.914,16.418,-0.305,7.69
-0.28,-0.238,0.906,18.066,-2.441,8.301
-0.267,-0.298,0.89,18.066,-4.333,7.812
0.13,-0.367,1.889,-3.967,-270.691,-29.419
-0.062,-0.403,2.109,1.221,-323.914,-37.354
-0.097,-0.717,2.382,4.822,-368.835,-51.453
-0.349,-1.326,2.705,-1.282,-396.667,-73.486
-0.324,-1.548,2.528,-26.245,-409.241,-100.22
-0.3,-1.681,2.645,-47.729,-417.236,-133.789
-0.72,-2.158,3.003,-50.293,-415.955,-155.823
-0.522,-2.442,2.672,-68.054,-373.474,-141.968
-4,-1.406,4,-107.483,-279.663,-77.881
-1.44,-2.839,4,-49.316,-42.542,26.733
1.834,-3.12,2.063,-43.823,131.592,101.257
1.607,-1.176,1.732,-95.093,130.066,114.99
0.145,0.654,2.687,-80.566,90.82,104.797
-0.638,0.094,3.147,37.842,116.333,101.929
-0.658,-1.501,2.855,144.531,187.195,98.022
-0.788,-2.144,2.565,148.804,250.061,90.881
-1.002,-1.408,2.392,90.332,292.969,91.797
-1.236,-0.505,2.273,54.565,322.144,110.474
-1.417,-0.179,2.142,67.383,342.834,140.381
-1.723,-0.26,2.056,94.36,354.431,170.044
-2.146,-0.384,2.031,105.591,361.816,189.514
-2.546,-0.339,1.939,96.375,369.69,199.402
-2.807,-0.141,1.764,78.003,378.906,205.383
-2.983,0.115,1.531,62.134,385.071,207.581
-3.164,0.252,1.263,55.847,386.292,204.102
-3.252,0.249,1.006,57.007,382.629,198.364
-3.26,0.104,0.716,56.335,372.253,194.885
-3.36,-0.019,0.494,45.41,354.309,194.275
-3.461,-0.037,0.28,23.01,331.421,193.787
-3.476,0.082,0.055,-4.15,307.434,189.88
-3.434,0.208,-0.195,-27.344,283.447,183.289
-3.35,0.283,-0.455,-44.495,260.071,174.5
-3.226,0.348,-0.684,-56.519,237.671,163.452
-3.084,0.445,-0.848,-64.392,216.37,149.17
-2.984,0.57,-0.954,-66.345,196.594,132.385
-2.897,0.661,-1.02,-60.425,177.795,113.647
-2.764,0.717,-1.106,-48.767,159.363,94.116
-2.569,0.703,-1.194,-35.278,139.526,73.059
-2.343,0.682,-1.277,-24.109,116.272,49.866
-2.139,0.641,-1.325,-16.479,88.989,26.978
-1.952,0.591,-1.331,-11.536,58.716,6.836
-1.792,0.56,-1.291,-8.972,27.71,-8.362
-1.659,0.545,-1.215,-6.714,-1.648,-19.287
-1.531,0.514,-1.118,-4.089,-27.893,-26.367
-1.434,0.479,-0.999,-1.587,-51.453,-31.189
-1.339,0.42,-0.872,0.366,-71.411,-35.156
-1.27,0.393,-0.711,0.549,-87.646,-40.039
-1.215,0.421,-0.544,0.854,-99.121,-46.021
-1.154,0.429,-0.391,4.15,-106.506,-52.307
-1.064,0.368,-0.264,9.155,-110.535,-58.35
-0.975,0.279,-0.154,12.878,-112.488,-64.88
-0.887,0.215,-0.053,12.878,-113.953,-71.96
-0.82,0.219,0.056,10.498,-115.784,-78.857
-0.787,0.228,0.173,9.583,-117.859,-84.656
-0.794,0.166,0.298,12.329,-121.155,-88.501
-0.807,0.045,0.423,15.381,-124.023,-89.783
-0.84,-0.067,0.551,15.686,-126.343,-89.417
-0.875,-0.148,0.678,13.062,-128.357,-87.097
-0.902,-0.196,0.798,9.094,-129.639,-82.764
-0.931,-0.227,0.913,5.005,-130.432,-77.393
-0.968,-0.24,1.021,1.526,-130.737,-72.51
-1.001,-0.276,1.116,-0.549,-130.249,-69.458
-1.046,-0.31,1.206,-2.38,-128.357,-67.932
-1.07,-0.376,1.299,-4.456,-125.427,-67.932
-1.082,-0.438,1.377,-7.996,-122.314,-69.153
-1.106,-0.481,1.435,-13.184,-119.873,-70.923
-1.101,-0.514,1.458,-18.25,-117.981,-71.899
-1.065,-0.515,1.455,-23.254,-116.638,-71.594
-1.019,-0.507,1.486,-26.855,-116.577,-70.496
-1.011,-0.522,1.548,-28.259,-117.432,-68.298
-1.014,-0.594,1.617,-27.893,-118.164,-65.491
-1.023,-0.667,1.649,-29.175,-117.676,-61.768
-0.981,-0.698,1.649,-32.898,-116.089,-58.044
-0.942,-0.674,1.673,-37.781,-114.258,-53.772
-0.948,-0.67,1.735,-39.124,-112.305,-48.889
-0.939,-0.729,1.783,-38.269,-108.032,-43.396
-0.872,-0.745,1.766,-39.063,-101.379,-38.33
-0.729,-0.663,1.721,-42.297,-94.604,-35.645
-0.602,-0.53,1.666,-43.701,-90.515,-36.926
-0.545,-0.472,1.644,-38.33,-89.783,-41.016
-0.587,-0.503,1.696,-28.564,-88.318,-46.936
-0.635,-0.592,1.756,-19.226,-82.703,-51.208
-0.533,-0.642,1.718,-14.099,-71.167,-52.917
-0.326,-0.595,1.634,-13.733,-59.753,-53.345
-0.195,-0.528,1.567,-13.55,-54.016,-54.443
-0.16,-0.493,1.538,-10.254,-52.795,-55.725
-0.16,-0.481,1.54,-4.395,-51.697,-56.885
-0.188,-0.488,1.579,2.747,-47.791,-57.373
-0.201,-0.504,1.592,9.155,-39.124,-57.739
-0.091,-0.535,1.509,13,-26.062,-58.228
0.035,-0.515,1.371,13.55,-14.526,-59.631
0.116,-0.429,1.268,13,-8.362,-61.584
0.134,-0.37,1.216,16.113,-5.371,-62.622
0.135,-0.393,1.204,23.132,-2.747,-61.768
0.136,-0.432,1.23,29.968,0.671,-58.716
0.117,-0.49,1.246,34.424,5.188,-53.711
0.155,-0.588,1.184,34.912,9.705,-46.265
0.179,-0.592,1.1,29.968,11.169,-36.804
0.173,-0.426,1.075,24.902,8.362,-25.94
-0.021,-0.087,1.646,29.968,5.005,-13.184
-0.125,-0.846,3.332,57.861,23.987,9.033
2.063,-2.332,1.244,81.482,97.9,54.626
1.646,-1.408,2.159,3.052,116.699,88.44
1.118,0.134,1.175,-18.494,123.474,105.774
-0.924,-0.747,1.701,20.874,142.273,70.374
-0.317,-1.22,0.785,11.78,132.69,33.386
-0.103,-0.219,1.27,-3.296,112.305,29.846
0.103,0.106,1.14,-9.827,94.36,20.813
-0.093,-0.608,0.969,-3.479,84.229,8.85
-0.328,-0.561,0.989,-10.986,71.167,7.751
-0.234,-0.292,0.993,-21.301,59.814,5.554
-0.196,-0.181,0.984,-27.039,50.354,1.831
-0.232,-0.044,0.993,-27.283,41.138,0.793
-0.272,0.191,1.009,-21.118,32.593,1.648
-0.317,0.219,1.001,-6.897,26.062,6.226
-0.335,0.059,0.968,9.216,21.423,12.329
-0.328,-0.086,0.926,20.386,18.311,16.846
-0.325,-0.189,0.9,26.184,16.235,18.555
-0.303,-0.299,0.9,27.649,14.832,18.433
0.415,-0.499,1.984,-6.897,-255.31,-33.447
0.077,-0.274,2.04,-5.005,-316.589,-41.26
0.088,-0.461,2.317,7.08,-376.404,-53.04
-0.431,-0.897,2.777,14.587,-417.114,-72.266
-0.507,-1.933,2.808,12.207,-432.19,-99.182
-0.265,-1.718,2.619,-26.611,-431.091,-131.165
-0.405,-1.802,2.858,-47.424,-429.932,-156.494
